registration_no,name,company_name,country,region,city,address,latitude,longitude,geocode_confidence,geocode_formatted,primary_species,products,email,phone,website,status,verified,verification_level,admin_notes
TN2/MT/242/20,ASIXA MARINE (MPEDA #TN2/MT/242/20),ASIXA MARINE,India,Tamil Nadu,2/115.KRISHNARAJAPURAM AROCIAPURAM POST,2/115.KRISHNARAJAPURAM AROCIAPURAM POST 628002 628002 Tamil Nadu,11.0,78.33333,1,"Tamil Nādu, India",Fish,Others-Non Edible:Cuttle Fish Bones(DRIED CUTTLE FISH BONES),asixamarine@gmail.com,9894979005,www.asixamarine.com,approved,true,documentation_verified,MPEDA registered exporter #TN2/MT/242/20. Products: Others-Non Edible:Cuttle Fish Bones(DRIED CUTTLE FISH BONES).
TN2/MT/251/22,BISMI AQUATIC PRODUCTS (MPEDA #TN2/MT/251/22),BISMI AQUATIC PRODUCTS,India,Tamil Nadu,THONDI RAMANATHAPURAM – 623 409,"NO 50/1, PAANDUKUDI ROAD, MACHUR VILLAGE VATTANAM POST,THIRUVADANAI TALUK, THONDI RAMANATHAPURAM – 623 409 623409 Tamil Nadu",9.7422651,79.0175877,7,"Ramanathapuram, Thondi - 623409, Tamil Nadu, India",Fish,"Others-Non Edible:Fish Meals (Non-Edible)(FISH MEAL,FISH OIL)",bismiaquaticproducts@gmail.com,09443166223,,approved,true,documentation_verified,"MPEDA registered exporter #TN2/MT/251/22. Products: Others-Non Edible:Fish Meals (Non-Edible)(FISH MEAL,FISH OIL)."
TN2/MT/223/18,BOSCO EXPORTS (MPEDA #TN2/MT/223/18),BOSCO EXPORTS,India,Tamil Nadu,SAVERIYAR STREET VIRAPANDIANPATANAM TUTICORIN DISTICT,"4/301, SAVERIYAR STREET VIRAPANDIANPATANAM TUTICORIN DISTICT/628216 628216 Tamil Nadu",11.0,78.33333,1,"Tamil Nādu, India",Fish,"Dried:Dried Fish(Maldive Fish,Dired Balaya,Dried Katta,Dried Thalapath,Dried Kopura,Dried Spratts)",dryfishbosco@gmail.com,9841137252,,approved,true,documentation_verified,"MPEDA registered exporter #TN2/MT/223/18. Products: Dried:Dried Fish(Maldive Fish,Dired Balaya,Dried Katta,Dried Thalapath,Dried Kopura,Dried Spratts)."
TN2/MT/203/17,CASCARINO ENTERPRISES (MPEDA #TN2/MT/203/17),CASCARINO ENTERPRISES,India,Tamil Nadu,NO.1/52B11 KEELA ALANGARATHATTU /,NO.1/52B11 KEELA ALANGARATHATTU /628002 628002 Tamil Nadu,11.0,78.33333,1,"Tamil Nādu, India",Fish,"Dried:Dried Fish(DRIED MALDIVEFISH,DRIED BALAYA,DRIED THALAPATH,DRIED SPRATTS,DRIED MALDIVEFISH CHIPS,DRIED KOONI,DRIED VANNA)",cascarinoimport@gmail.com,04612323182,,approved,true,documentation_verified,"MPEDA registered exporter #TN2/MT/203/17. Products: Dried:Dried Fish(DRIED MALDIVEFISH,DRIED BALAYA,DRIED THALAPATH,DRIED SPRATTS,DRIED MALDIVEFISH CHIPS,DRIED KOONI,DRIED VANNA)."
TN2/MT/006/04,EDHAYAM FROZEN FOODS PRIVATE LIMITED. (MPEDA #TN2/MT/006/04),EDHAYAM FROZEN FOODS PRIVATE LIMITED.,India,Tamil Nadu,Krishnarajapuram TUTICORIN - 628 002 /628 002,"3/52-B, Krishnarajapuram TUTICORIN - 628 002 /628 002 628002 Tamil Nadu",8.8192746,78.1496481,9,"Krishnarajapuram 5th Street, Thoothukudi, Thoothukudi - 628001, Tamil Nadu, India",Octopus|Shrimp|Squid,"Frozen:Shrimp Wild(FROZEN HEAD ON FLOWER SHRIMPS BLOCK,FROZEN HEAD ON SHELL ON FLOWER SHRIMPS BLOCK,FROZEN HEAD ON WHITE SHRIMPS BLOCK,FROZEN HEAD ON SHELL ON WHITE SHRIMPS BLOCK,FROZEN HEAD ON SEA TIGER SHRIMPS BLOCK,FROZEN HEAD ON SHELL ON SEA TIGER SHRIMPS BLOCK) Frozen:Shrimp Aquaculture(RAW HEADLESS SHELL ON BLACK TIGER SHRIMPS BLOCK,FROZEN HEADLESS SHELL ON VANNAMEI SHRIMPS BLOCK,RAW FROZEN HEADLESS SHELL ON VANNAMEI SHRIMPS IQF,RAW HEADLESS EASY PEEL VANNAMEI WHITE SHRIMPS IQF,FROZEN PD TAIL OFF VANNAMEI WHITE SHRIMPS BLOCK,RAW FROZEN PD TAIL OFF VANNAMEI WHITE SHRIMPS IQF,RAW FROZEN PD TAIL ON VANNAMEI WHITE SHRIMPS BLOCK,RAW FROZEN PD TAIL ON VANNAMEI WHITE SHRIMPS IQF,RAW PEELED & DEVEINED VANNAMEI SHRIMPS IQF,RAW PEELED & DEVEINED VANNAMEI SHRIMPS BLOCK) Frozen:Squid(FROZEN SQUID WHOLE BLOCK,FROZEN SQUID WHOLE WHITE BLOCK,FROZEN SQUID WHOLE SEMI NEEDLE BLOCK,FROZEN SQUID WHOLE NEEDLE BLOCK) Frozen:Octopus(FROZEN OCTOPUS WHOLE BLOCK)",edhayamlab@gmail.com,04612271792,www.kanni.com,approved,true,documentation_verified,"MPEDA registered exporter #TN2/MT/006/04. Products: Frozen:Shrimp Wild(FROZEN HEAD ON FLOWER SHRIMPS BLOCK,FROZEN HEAD ON SHELL ON FLOWER SHRIMPS BLOCK,FROZEN HEAD ON WHITE SHRIMPS BLOCK,FROZEN HEAD ON ...."
TN2/MT/259/24,ISLAND SEAFOOD EXPORTS (MPEDA #TN2/MT/259/24),ISLAND SEAFOOD EXPORTS,India,Tamil Nadu,THARUVAIKULAM THOOTHUKUDI,"6/226/A3, RAMANATHAPURAM ROAD, THARUVAIKULAM THOOTHUKUDI, 628105 Tamil Nadu",13.3924,79.6899,7,"628105, Tamil Nādu, India",Anchovy|Crab|Croaker|Cuttlefish|Grouper|Lobster|Pomfret|Ribbon Fish|Rohu|Salmon|Shrimp|Snapper|Sole|Squid|Tilapia|Tuna,"Chilled:Fish Wild(CHILLED ANCHOVY,CHILLED MALABAR GROUPER,CHILLED SILVER POMFRET,CHILLED CHINESE POMFRET,CHILLED PARROT FISH,CHILLED INDIAN MACKERAL,CHILLED KING FISH,CHILLED YELLOW FIN TUNA,CHILLED TOMATO GROUPER,CHILLED SILVER CROAKER,CHILLED REDMULLET,CHILLED EMPEROR,CHILLED BLACK POMFRET,CHILLED RED SNAPPER,CHILLED TUNA LOINS,CHILLED TUNA FILLETS,CHILLED TUNA H/G,CHILLED SWORD FISH,CHILLED SWORD FISH LOINS,CHILLED SWORD FISH FILLETS,CHILLED SWORD FISH H/G,CHILLED THREAD FIN BREAM,CHILLED SAND WHITING,CHILLED SOLE FISH,CHILLED INDIAN SALMON,CHILLED RIBBON FISH,CHILLED GROUPER,CHILLED BROWN DOT GROUPER,CHILLED LEATHER JACKER,CHILLED SILVER BELLY,CHILLED GROUPER FILLET,CHILLED BLACK KING FISH,CHILLED ORRA FISH,CHILLED DOCTOR FISH,CHILLED CLEANED ANCHOVY,CHILLED CORAL TROUT) Chilled:Fish Aquaculture(CHILLED ROHU,CHILLED CUTTLA,CHILLED TILAPIA) Chilled:Shrimp Wild(CHILLED SEA WHITE PRAWNS,CHILLED FLOWER PRAWNS,CHILLED SEA TIGER PRAWNS,CHILLED SCAMPI) Chilled:Shrimp Aquaculture(CHILLED VANAMI SHRIMP,CHILLED BLACK TIGER SHRIMP) Chilled:Cuttlefish(CHILLED CUTTLE FISH WHOLE,CHILLED CUTTLE FISH CLEANED) Chilled:Squid(CHILLED NEEDLE SQUID,CHILLED WHITE SQUID,CHILLED THONDI SQUID,CHILLED THONDI SQUID CLEANED) Chilled:Lobster(CHILLED LOBSTER WHOLE,CHILLED SAND LOBSTER WHOLE) Chilled:Crab(CHILLED CRAB WHOLE)",santhosh@islandseafoodexports.com,8129777715,NIL,approved,true,documentation_verified,"MPEDA registered exporter #TN2/MT/259/24. Products: Chilled:Fish Wild(CHILLED ANCHOVY,CHILLED MALABAR GROUPER,CHILLED SILVER POMFRET,CHILLED CHINESE POMFRET,CHILLED PARROT FISH,CHILLED INDIAN MACKERAL,C...."
TN2/MT/252/22,JAIMAR ENTERPRISES (MPEDA #TN2/MT/252/22),JAIMAR ENTERPRISES,India,Tamil Nadu,TAMILNADU,"5/388, KOVANKADU MAIN ROAD, TUTICORIN, TAMILNADU - 628152 628152 Tamil Nadu",8.76735,78.13425,9,"Thoothukudi, Thoothukkudi, India",Cuttlefish,Others-Non Edible:Cuttle Fish Bones(Dried Cuttlefish bones),jaimarenterprises@gmail.com,8976026516,jaimarenterprises.com,approved,true,documentation_verified,MPEDA registered exporter #TN2/MT/252/22. Products: Others-Non Edible:Cuttle Fish Bones(Dried Cuttlefish bones).
TN2/MT/264/25,JCC MARINE EXPORTS (MPEDA #TN2/MT/264/25),JCC MARINE EXPORTS,India,Tamil Nadu,Tuticorin,"4/231, Mela Arasadi, Tuticorin - 628002 628002 Tamil Nadu",8.8052602,78.1452745,3,"Thoothukudi, Thoothukkudi, India",,,jccmarine21@gmail.com,8148554182,,approved,true,documentation_verified,MPEDA registered exporter #TN2/MT/264/25.
TN2/MT/206/17,KINGS INTERNATIONAL LTD (MPEDA #TN2/MT/206/17),KINGS INTERNATIONAL LTD,India,Tamil Nadu,KORAMPALLAM TUTICORIN,"UNIT NO B7, B8 & B10 TCIE LTD, KORAMPALLAM TUTICORIN/628101 628101 Tamil Nadu",8.7575302,78.1139636,7,"Korampallam Odai, Mukkudu, Thoothukudi - 628001, Tamil Nadu, India",Cuttlefish|Octopus|Shrimp|Squid,"Frozen:Shrimp Aquaculture(HEADLESS SHELL ON VANNAMEI SHRIMPS,FROZEN PD VANNAMEI SHRIMPS) Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE,FROZEN CUTTLEFISH WHOLE CLEANED) Frozen:Squid(FROZEN SQUID WHOLE,FROZEN SQUID WHOLE CLEANED,FROZEN SQUID FILLET,FROZEN SQUID TENTACLES,FROZEN SQUID TUBE & TENTACLE) Frozen:Octopus(FROZEN OCTOPUS WHOLE,FROZEN OCTOPUS WHOLE CLEANED)",info@kingsinternational.in,04612340199,,approved,true,documentation_verified,"MPEDA registered exporter #TN2/MT/206/17. Products: Frozen:Shrimp Aquaculture(HEADLESS SHELL ON VANNAMEI SHRIMPS,FROZEN PD VANNAMEI SHRIMPS) Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE,FROZEN CUTTLEFISH W...."
TN2/MT/261/24,LIFAA SEA FOOD EXPORTS (MPEDA #TN2/MT/261/24),LIFAA SEA FOOD EXPORTS,India,Tamil Nadu,OTTAPIDARAM TALUK TUTICORIN,"4/37-2, KEELA ARASARADI, OTTAPIDARAM TALUK TUTICORIN 628002 Tamil Nadu",8.76735,78.13425,9,"Thoothukudi, Thoothukkudi, India",Cuttlefish,"Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE,FROZEN CUTTLEFISH WHOLE CLEANED)",lifaaexports@gmail.com,9787000132,www.lifaaseafood.com,approved,true,documentation_verified,"MPEDA registered exporter #TN2/MT/261/24. Products: Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE,FROZEN CUTTLEFISH WHOLE CLEANED)."
TN2/MT/114/09,M/S. DIAMOND AQUA FISHES MEAL (MPEDA #TN2/MT/114/09),M/S. DIAMOND AQUA FISHES MEAL,India,Tamil Nadu,Polpettai Tuticorin 628 002,"113A/10, Polpettai Tuticorin 628 002 628002 Tamil Nadu",11.0,78.33333,1,"Tamil Nādu, India",,,admin@diamondfishesmeal.com,04612347520,,approved,true,documentation_verified,MPEDA registered exporter #TN2/MT/114/09.
TN2/MT/003/04,M/S. DIAMOND SEAFOOD EXPORTS (MPEDA #TN2/MT/003/04),M/S. DIAMOND SEAFOOD EXPORTS,India,Tamil Nadu,TUTICORIN - 628 002. Tamilnadu,"3/52, Krishnarajapuram, TUTICORIN - 628 002. Tamilnadu Tamil Nadu",8.8192746,78.1496481,9,"Krishnarajapuram 5th Street, Thoothukudi, Thoothukudi - 628001, Tamil Nadu, India",Shrimp,"Frozen:Fish Aquaculture(HEADLESS SHELL ON FLOWER SHRIMPS,HEADLESS SHELL ON WHITE SHRIMPS,PEELED AND DEVEINED FLOWER SHRIMPS,PEELED AND DEVEINED WHITE SHRIMPS,PEELED AND UN-DEVEINED FLOWER SHRIMPS,PEELD AND UN-DEVEINED WHITE SHRIMPS) Frozen:Shrimp Wild(HEADLESS SHELL ON FLOWER SHRIMPS - BLOCK,HEADLESS SHELL ON WHITE SHRIMPS - BLOCK,PEELED AND DEVEINED FLOWER SHRIMPS,PEELED AND DEVEINED WHITE SHRIMPS,PEELED AND UN-DEVEINED FLOWER SHRIMPS,PEELD AND UN-DEVEINED WHITE SHRIMPS,HEADLESS SHELL ON SEA TIGER SHRIMPS - BLOCK) Frozen:Shrimp Aquaculture(HEADLESS SHELL ON VANNAMEI SHRIMPS,HEADLESS SHELL ON BLACK TIGER SHRIMPS,PEELED AND DEVEINED TAIL ON VANNAMEI SHRIMPS,PEELED AND DEVEINED TAIL OFF VANNAMEI SHRIMPS,PEELED AND UN-DEVEINED TAIL ON VANNAMEI SHRIMPS,PEELED AND UN- DEVEINED TAIL OFF VANNAMEI SHRIMPS)",dsfkfflab@gmail.com,04612360346,,approved,true,documentation_verified,"MPEDA registered exporter #TN2/MT/003/04. Products: Frozen:Fish Aquaculture(HEADLESS SHELL ON FLOWER SHRIMPS,HEADLESS SHELL ON WHITE SHRIMPS,PEELED AND DEVEINED FLOWER SHRIMPS,PEELED AND DEVEINED WHITE ...."
TN2/MT/085/06,M/S. GLADSON EXPORTERS (MPEDA #TN2/MT/085/06),M/S. GLADSON EXPORTERS,India,Tamil Nadu,James Nagar Muttom Kanyakumari District,"5/99, James Nagar Muttom Kanyakumari District 629202 Tamil Nadu",8.32,77.34,9,"Kanniyakumari, India",Anchovy|Crab|Grouper|Hilsa|Lobster|Octopus|Pomfret|Salmon|Sardine|Seer Fish|Shrimp|Snapper|Sole|Squid|Tuna,"Frozen:Fish Wild(FROZEN GROUPER WHOLE,FROZEN GROUPER FILLET,FROZEN GROUPER GTD,FROZEN CHOOPARAI WHOLE,FROZEN ANCHOVY H/L,FROZEN CUTTLE FISH,FROZEN SCAD FISH,FROZEN PONY FISH,FROZEN SHRIMPS,FROZEN CRAB WHOLE,FROZEN SQUID WHOLE,FROZEN SQUID TUBE,FROZEN SQUID TENTACLES,FROZEN RED SNAPPER FILLET,FROZEN RED SNAPPER WHOLE,FROZEN SWORD FISH WHOLE,FROZEN SWORD STREAKS,FROZEN SWORD LOINS,FROZEN RABBIT FISH WHOLE,FROZEN TUNA WHOLE,FROZEN TUNA LOINS,FROZEN SILVER POMFRET WHOLE,FROZEN EMPEROR FISH WHOLE,FROZEN LEATHER JACKET FILLET,FROZEN LEATHER JACKET WHOLE,FROZEN PARROT FISH FILLET,FROZEN PARROT FISH WHOLE,FROZEN SARDINE WHOLE) Chilled:Fish Wild(CHILLED BLACK POMFRET,CHILLED SILVER POMFRET,CHILLED CHINESE POMFRET,CHILLED EMPEROR,CHILLED TRAVELLY,CHILLED MOON FISH,CHILLED PONY FISH,CHILLED NEEDLE FISH,CHILLED CAT FISH,CHILLED SICKLE FISH,CHILLED SEA BASS,CHILLED SWORD FISH,CHILLED ANCHOVY FISH,CHILLED SILVER BIDDY,CHILLED SQUID,CHILLED GROUPER,CHILLED MILK SHARK,CHILLED WHITE FISH,CHILLED CRAB,CHILLED BLUPPER LIP SNAPPER,CHILLED GREY MULLET,CHILLED CROKER,CHILLED WHITE SNAPPER,CHILLED RED SNAPPER,CHILLED MAHI MAHI,CHILLED BARRACUDA,CHILLED BLACK KING FISH,CHILLED CUTTLE FISH,CHILLED CHOOPARAI,CHILLED GHOL FISH,CHILLED HILSA,CHILLED INDIAN MACKERAL,CHILLED INDIAN SALMON,CHILLED THREAD FIN BREAM,CHILLED SEER FISH,CHILLED LEATHER JACKET,CHILLED SILVER SILLAGO,CHILLED LOBSTER,CHILLED MUD CRAB,CHILLED MOON TAIL GROUPER,CHILLED OCTOPUS,CHILLED PARROT FISH,CHILLED PEARL SPOT,CHILLED PINJALO SNAPPER,CHILLED RED GROUPER,CHILLED RED MULLET,CHILLED SQUARE TAIL MULLET,CHILLED STINGRAY,CHILLED SOLE FISH,CHILLED SHRIMPS,CHILLED SEABREAM,CHILLED SAIL FISH,CHILLED TUNA,CHILLED WHOLF HERRING,CHILLED BUTTER FISH,CHILLED TIGER PERCH)",ge.gladson@gmail.com,04651237872,,approved,true,documentation_verified,"MPEDA registered exporter #TN2/MT/085/06. Products: Frozen:Fish Wild(FROZEN GROUPER WHOLE,FROZEN GROUPER FILLET,FROZEN GROUPER GTD,FROZEN CHOOPARAI WHOLE,FROZEN ANCHOVY H/L,FROZEN CUTTLE FISH,FROZEN SCA...."
TN2/MT/019/04,M/S. HANDY WATERBASE INDIA PVT. LTD (MPEDA #TN2/MT/019/04),M/S. HANDY WATERBASE INDIA PVT. LTD,India,Tamil Nadu,CHENNAI,"THAPAR HOUSE, 2nd FLOOR, 37, MONTIETH ROAD, EGMORE, CHENNAI 600008 600008 Tamil Nadu",13.07167,80.25556,8,"Egmore, Chennai, India",Crab,Canned/Bottled/Retort Pouched Product:Pasteurized(CANNED PASTEURIZED AND CHILLED CRAB MEAT),smukherjee@handywaterbase.com,04612341310,,approved,true,documentation_verified,MPEDA registered exporter #TN2/MT/019/04. Products: Canned/Bottled/Retort Pouched Product:Pasteurized(CANNED PASTEURIZED AND CHILLED CRAB MEAT).
TN2/MT/176/14,M/S. HARRISON EXPORTS (MPEDA #TN2/MT/176/14),M/S. HARRISON EXPORTS,India,Tamil Nadu,Lions Town IInd Street Tuticorin - 628 001,"330 B/1, Lions Town IInd Street Tuticorin - 628 001 628001 Tamil Nadu",8.76735,78.13425,9,"Thoothukudi, Thoothukkudi, India",Bombay Duck|Ribbon Fish|Shrimp|Sole|Squid|Tuna,"Dried:Dried Fish(Maldive fish,Silver belly,Prawn (karthi),Prawnn(kooni),Sole fish,Bombay duck,Ribbon fish,Katta,Thalapath,Saburu,Balaiya,Yellow fin tuna,Nethily,Kholi,Kiski,Paara,Goava nethily,Dried squid)",harrisonexpo@gmail.com,9944557115,,approved,true,documentation_verified,"MPEDA registered exporter #TN2/MT/176/14. Products: Dried:Dried Fish(Maldive fish,Silver belly,Prawn (karthi),Prawnn(kooni),Sole fish,Bombay duck,Ribbon fish,Katta,Thalapath,Saburu,Balaiya,Yellow fin tu...."
TN2/MT/127/10,"M/S. J.R.S TRADERS, (MPEDA #TN2/MT/127/10)","M/S. J.R.S TRADERS,",India,Tamil Nadu,Tuticorin Pin Code:,"40,Pereira Street, Tuticorin Pin Code:628001 628001 Tamil Nadu",11.0,78.33333,1,"Tamil Nādu, India",Bombay Duck,"Dried:Dried Fish(MALDIVE FISH,DRIED KOONI,DRIED SPRATS,BOMBAY DUCK)",rrshipco@gmail.com,04612331180,,approved,true,documentation_verified,"MPEDA registered exporter #TN2/MT/127/10. Products: Dried:Dried Fish(MALDIVE FISH,DRIED KOONI,DRIED SPRATS,BOMBAY DUCK)."
TN2/MT/004/04,M/S. KADALKANNY FROZEN FOODS (MPEDA #TN2/MT/004/04),M/S. KADALKANNY FROZEN FOODS,India,Tamil Nadu,Krishnarajapuram TUTICORIN - 628 002 Tamilnadu,"3/52-B, Krishnarajapuram TUTICORIN - 628 002 Tamilnadu Tamil Nadu",8.8192746,78.1496481,9,"Krishnarajapuram 5th Street, Thoothukudi, Thoothukudi - 628001, Tamil Nadu, India",Shrimp,"Frozen:Shrimp Wild(HEADLESS SHELL ON FLOWER SHRIMPS,HEADELSS SHELL ON WHITE SHRIMPS,HEADLESS SHELL ON SEA TIGER SHRIMPS,PEELED AND DEVEINED FLOWER SHRIMPS,PEELED AND DEVEINED WHITE SHRIMPS,PEELED AND UN-DEVEINED WHITE SHRIMPS,PEELED AND UN-DEVEINED FLOWER SHRIMPS) Frozen:Shrimp Aquaculture(HEADLESS SHELL ON VANNAMEI SHRIMPS,HEADLESS SHELL ON BLACK TIGER SHRIMPS,PEELED AND DEVEINED TAIL ON VANNAMEI SHRIMPS,PEELED AND DEVEINED TAIL OFF VANNAMEI SHRIMPS,PEELED AND UN-DEVEINED TAIL ON VANNAMEI SHRIMPS,PEELED AND UN- DEVEINED TAIL OFF VANNAMEI SHRIMPS)",ttn_kanni@yahoo.com,04612360117,,approved,true,documentation_verified,"MPEDA registered exporter #TN2/MT/004/04. Products: Frozen:Shrimp Wild(HEADLESS SHELL ON FLOWER SHRIMPS,HEADELSS SHELL ON WHITE SHRIMPS,HEADLESS SHELL ON SEA TIGER SHRIMPS,PEELED AND DEVEINED FLOWER SHR...."
TN2/MT/002/04,M/S. NILA SEAFOODS PRIVATE LIMITED (MPEDA #TN2/MT/002/04),M/S. NILA SEAFOODS PRIVATE LIMITED,India,Tamil Nadu,Pudurpandiapuram TUTICORIN - 628 002,"137-A, Pudurpandiapuram TUTICORIN - 628 002 Tamil Nadu 628002 Tamil Nadu",8.7674,78.1342,7,"628002, Tamil Nādu, India",Cuttlefish|Shrimp|Squid,"Frozen:Shrimp Wild(FROZEN HEAD-ON FLOWER SHRIMPS,FROZEN HEAD-ON WHITE SHRIMPS,FROZEN HEAD-ON SEA TIGER SHRIMPS,FROZEN HEADLESS FLOWER SHRIMPS,FROZEN HEADLESS WHITE SHRIMPS,FROZEN PEELED UN DEVEINED FLOWER SHRIMPS,FROZEN PEELED UN DEVEINED WHITE SHRIMPS) Frozen:Shrimp Aquaculture(FROZEN HEAD-ON VANNAMEI SHRIMPS,FROZEN HEADLESS VANNAMEI SHRIMPS - BLOCK & IQF,FROZEN PEELED UN DEVEINED VANNAMEI SHRIMPS,FROZEN PEELED DEVEINED VANNAMEI SHRIMPS- IQF,FROZEN HEADLESS EASY PEEL VANNAMEI SHRIMPS- IQF) Frozen:Cuttlefish(FORZEN CUTTLE FISH WHOLE,FROZEN CUTTLE FISH WHOLE CLEANED -BLOCK,FROZEN CUTTLE FISH WHOLE CLEANED -IQF,FROZEN CUTTLE FISH FILLET) Frozen:Squid(FROZEN SQUID WHOLE,FROZEN SQUID WHOLE CLEANED,FROZEN SQUID FILLET)",nsf939@gmail.com,04612346087,www.nilaseafoods.com,approved,true,documentation_verified,"MPEDA registered exporter #TN2/MT/002/04. Products: Frozen:Shrimp Wild(FROZEN HEAD-ON FLOWER SHRIMPS,FROZEN HEAD-ON WHITE SHRIMPS,FROZEN HEAD-ON SEA TIGER SHRIMPS,FROZEN HEADLESS FLOWER SHRIMPS,FROZEN H...."
TN2/MT/071/04,M/S. PHILLIPS FOODS INDIA PVT LTD (MPEDA #TN2/MT/071/04),M/S. PHILLIPS FOODS INDIA PVT LTD,India,Tamil Nadu,Sipcot Industrial Complex Madathoor Post TUTICORIN - 628 008,"C 75-76, Sipcot Industrial Complex Madathoor Post TUTICORIN - 628 008. 628008 Tamil Nadu",8.819833,78.1301927,9,"K. T. C. Depot Road, Thoothukudi, Thoothukudi - 628001, Tamil Nadu, India",Crab,Frozen:Crab(FROZEN CRAB MEAT) Canned/Bottled/Retort Pouched Product:Pasteurized(CANNED PASTEURIZED & CHILLED CRABMEAT),prekha@phillipsfoods.com,0461-2340112,www.phillipsfoods.com,approved,true,documentation_verified,MPEDA registered exporter #TN2/MT/071/04. Products: Frozen:Crab(FROZEN CRAB MEAT) Canned/Bottled/Retort Pouched Product:Pasteurized(CANNED PASTEURIZED & CHILLED CRABMEAT).
TN2/MT/152/12,M/S. PSV SEA FOODS PRIVATE LTD (MPEDA #TN2/MT/152/12),M/S. PSV SEA FOODS PRIVATE LTD,India,Tamil Nadu,Tuticorin Dist,"SF. No. 161/1, Adhiyakurichi Village, Munu Panai Road, Udankudi- 628 203 Tiruchendur TK, Tuticorin Dist. Tamil Nadu",8.43048,78.02882,9,"Udankudi, Thoothukkudi, India",,,psvseafoods2012@gmail.com,04222403794,,approved,true,documentation_verified,MPEDA registered exporter #TN2/MT/152/12.
TN2/MT/095/07,M/S. REFON IMPEX (MPEDA #TN2/MT/095/07),M/S. REFON IMPEX,India,Tamil Nadu,A. Kayalpattinam Main Road Veerapandianpattanam Rural - 628 216 Tuticorin District,"3/121, A. Kayalpattinam Main Road Veerapandianpattanam Rural - 628 216 Tuticorin District 628216 Tamil Nadu",8.78333,78.13333,9,"Tuticorin District, Tamil Nādu, India",Shrimp,"Dried:Dried Fish(DRIED MALDIVEFISH,DRIED THALAPATH,DRIED KATTA,DRIED BALAYA,DRIED BOMBAYDUCK,DRIED KOONEY,DRIED PARAWA,DRIED BALAYA PIECES,DRIED PRAWNS,DRIED KOPPARA PIECES,DRIED SPRATTS,DRIED PARAI,DRIED SMALL PARAI,DRIED KARAL,DRIED JEELA,DRIED VANNA)",refonimpex2014@gmail.com,04639245991,,approved,true,documentation_verified,"MPEDA registered exporter #TN2/MT/095/07. Products: Dried:Dried Fish(DRIED MALDIVEFISH,DRIED THALAPATH,DRIED KATTA,DRIED BALAYA,DRIED BOMBAYDUCK,DRIED KOONEY,DRIED PARAWA,DRIED BALAYA PIECES,DRIED PRAWN...."
TN2/MT/005/04,M/S. THEVA & CO. (MPEDA #TN2/MT/005/04),M/S. THEVA & CO.,India,Tamil Nadu,Krishnarajapuram TUTICORIN - 628 002 /,"3/52-B, Krishnarajapuram TUTICORIN - 628 002 Tamil Nadu/628002 628002 Tamil Nadu",8.8192746,78.1496481,9,"Krishnarajapuram 5th Street, Thoothukudi, Thoothukudi - 628001, Tamil Nadu, India",Octopus|Shrimp|Squid,"Frozen:Shrimp Wild(FR0ZEN HEAD ON FLOWER SHRIMPS,FROZEN HEAD ON FLOWER SHRIMPS BLOCK,FROZEN HEAD ON WHITE SHRIMPS,FROZEN HEAD ON WHITE SHRIMPS BLOCK,FROZEN HEAD ON SEA TIGER SHRIMPS,FROZEN HEAD ON SEA TIGER SHRIMPS BLOCK,FR0ZEN HEAD ON SHELL ON FLOWER SHRIMPS,FROZEN HEAD ON SHELL ON FLOWER SHRIMPS BLOCK,FROZEN HEAD ON SHELL ON WHITE SHRIMPS,FROZEN HEAD ON SHELL ON WHITE SHRIMPS BLOCK,FROZEN HEAD ON SHELL ON SEA TIGER SHRIMPS,FROZEN HEAD ON SHELL ON SEA TIGER SHRIMPS BLOCK) Frozen:Squid(FROZEN SQIUD WHOLE BLOCK,FROZEN SQUID WHOLE WHITE BLOCK,FROZEN SQUID WHOLE SEMI NEEDLE BLOCK,FROZEN SQUID WHOLE NEEDLE BLOCK) Frozen:Octopus(FROZEN OCTOPUS WHOLE BLOCK)",thevalab941@gmail.com,04612360346,www.kanni.com,approved,true,documentation_verified,"MPEDA registered exporter #TN2/MT/005/04. Products: Frozen:Shrimp Wild(FR0ZEN HEAD ON FLOWER SHRIMPS,FROZEN HEAD ON FLOWER SHRIMPS BLOCK,FROZEN HEAD ON WHITE SHRIMPS,FROZEN HEAD ON WHITE SHRIMPS BLOCK,F...."
