eic_approval_no,eic_plant_name,eic_address,mpeda_registration_no,mpeda_firm_name,mpeda_address,mpeda_email,mpeda_phone,mpeda_mobile,mpeda_website,mpeda_products,match_type
686,CAP Seafoods Private Limited,"1/71, Vypeen Island,Azheekal P.O., ErnakulamDistrict, Kochi , Kerala.Pin Code - 682510.",KL1/MT/053/05,CAP SEAFOODS PRIVATE LIMITED,"1/71, Vypeen Islands Azheekal P O, Kochi Kerala 682508 Kerala",acct.cap@abadgroup.in,04844104005,9846166112,www.abad.co.in,"Frozen:Shrimp Wild(FROZEN HEAD ON SHRIMPS IQF,FROZEN PD SHRIMPS IQF,FROZEN PUD SHRIMPS IQF,FROZEN BLANCHED PUD SHRIMPS IQF,FROZEN BLANCHED PD SHRIMPS IQF,FROZEN BLANCHED HEADLESS SHELL ON SHRIMPS IQF,FROZEN BLANCHED PD TAIL ON SHRIMPS IQF,FROZEN HEADLESS SHELL ON SHRIMPS IQF,FROZEN COOKED PD SHRIMPS,FROZEN COOKED PUD SHRIMPS,FROZEN COOKED PDTO SHRIMPS) Frozen:Shrimp Aquaculture(FROZEN HEAD ON SHRIMPS IQF,FROZEN PD SHRIMPS IQF,FROZEN PUD SHRIMPS IQF,FROZEN BLANCHED PUD SHRIMPS IQF,FROZEN BLANCHED PD SHRIMPS IQF,FROZEN BLANCHED PDTO SHRIMPS IQF,FROZEN HEADLESS SHRIMPS IQF,FROZEN BLANCHED HEAD LESS SHIMPS IQF,FROZEN COOKED PD SHRIMPS IQF,FROZEN COOKED PUD SHRIMPS,FROZEN COOKED PDTO SHRIMPS) Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE CLEANED,FROZEN CUTTLEFISH STRIPS,FROZEN CUTTLEFISH TENTACLES) Frozen:Squid(FROZEN SQUID WHOLE CLEANED,FROZEN SQUID RINGS,FROZEN SQUID TENTACLES,FROZEN SQUID TUBES) Frozen:Octopus(FROZEN BABY OCTOPUS,FROZEN OCTOPUS CHOPPED,FROZEN BLANCHED CHOPPED OCTOPUS)",name_only
689,THREE STAR MARINE EXPORTS,"AP II/643 A,INDUSTRIAL ESTATE AROOR -688534 ,ALLEPPEY DIST.KERALA,INDIA",KL1/MT/272/11,THREE STAR MARINE EXPORTS,"Regd.Office: 10/15, Azhikode Jetty P O Kodungalloor/Thrissur Fac: APII 634A, INDUSTRIAL ESTATE,AROOR/688534 688534 Kerala",tmearoor@gmail.com,914782873274,9846900777,nil,"Frozen:Fish Wild(SARDINE SARDINELLA LONGICEPS,MACKERAL RASTRELLIGER KANAGURTA,RIBBON FISH LEPTURACANTHUS SAVALA,SKIP JACK TUNA KATSUWONUS PELAMIS,YELLOW FIN TUNA THUNNUS ALBACARES,ANCHOVY ANCHOVIELLA COMMERSIONI,LEATHER JACKET ALUTERUS SPP,SNAPER LUTJANUS MALABARICUS,WHITE SHRIMP PENAEUS INDICUS,MARINE SHRIMP PARAPENEOPSIS STYLIFERA,BROWN SHRIMP METAPENAEUS MONOCEROS,KING SHRIMP METAPENAEUS AFFINIS,CUTTLEFISH SEPIA PHARAONIS,SQUID LOLIGO DUVAUCELI,SQUID UROTEUTHIS DUVAUCELI,OCTPUS OCTPUS SPP.,OCTOPUS OCTOPUS MEMBRANACEUS)",name_only
696,RF EXPORTS,"ERAMALLOOR, ALAPPUZHA-688537, KERALA",,,,,,,,,no_match
707,A. S. MARINE INDUSTRIES PRIVATE LIMITED,"CC XVIII/263, Nadakadavu Road, Kochi-682006,Kerala",KL1/MT/202/08,A S MARINE INDUSTRIES PRIVATE LIMITED,AP 2/268 Aroor Alappuzha 688534 Kerala,lab@asmarine.in,04842232702,9847827772,www.asmarine.in,"Frozen:Fish Wild(FROZEN YELLOWFIN TUNA WHOLE ROUND,FROZEN YELLOWFIN TUNA GG,FROZEN YELLOWFIN TUNA HGT,FROZEN YELLOWFIN TUNA LOINS,FROZEN YELLOWFIN TUNA FILLET,FROZEN SKIPJACK TUNA WHOLE ROUND,FROZEN SKIPJACK TUNA GG,FROZEN SKIPJACK TUNA HGT,FROZEN SKIPJACK TUNA LOINS,FROZEN SKIPJACK TUNA FILLET,FROZEN MAHI MAHI WHOLE ROUND,FROZEN MAHI MAHI GG,FROZEN MAHI MAHI HGT,FROZEN MAHI MAHI LOINS,FROZEN MAHI MAHI FILLET,FROZEN MACKEREL WHOLE ROUND,FROZEN MACKEREL GG,FROZEN MACKEREL HGT,FROZEN SARDIN WHOLE ROUND,FROZEN SARDINE GG,FROZEN SARDINE HGT,FROZEN LEATHER JACKET,FROZEN RIBBON FISH,FROZEN SAIL FISH WHOLE ROUND,FROZEN SAIL FISH HGT,FROZEN SAIL FISH GG,FROZEN SAIL FISH FILLET,FROZEN SAIL FISH LOINS,FROZEN RED SNAPPER) Frozen:Shrimp Wild(FROZEN THELLY SHRIMPS,FROZEN POOVALAN SHRIMPS,FROZEN KARIKKADI SHRIMPS,FROZEN POOVALAN PUD SHRIMPS,FROZEN POOVALAN PD SHRIMPS,FROZEN POOVALAN HL SHRIMPS,FROZEN POOVALAN HEAD ON SHRIMPS,FROZEN KARIKKADI PUD SHRIMPS,FROZEN KARIKKADI PD SHRIMPS,FROZEN KARIKKADI HEAD ON SHRIMPS,FROZEN KARIKKADI HL SHRIMPS) Frozen:Shrimp Aquaculture(FROZEN VANNAMEI SHIMPS,FROZEN VANNAMEI HL SHRIMPS,FROZEN VANNAMEI HO SHRIMPS,FROZEN VANNAMEI PUD SHRIMPS,FROZEN VANNAME PD SHRIMPS,FROZEN VANNAMEI HLSO SHRIMPS) Frozen:Cuttlefish(FROZEN CUTTLE FISH,FROZEN CUTTLE FISH WHOLE CLEANED,FROZEN CUTTLE FISH TENTACLES,FROZEN CUTTLE FISH WHOLE) Frozen:Squid(FROZEN SQUID WHOLE,FROZEN SQUID WHOLE CLEANED,FROZEN SQUID RINGS,FROZEN SQUID TENTACLES) Frozen:Octopus(FROZEN OCTOPUS WHOLE,FROZEN OCTOPUS WHOLE CLEANED) Frozen:Crab(FROZEN CRAB,FROZEN CUT CRAB)",name_only
712,INTERSEAS,"X/763-B, CHANDIROOR, P.O.,688547, ALAPPUZHA, KERALAINDIA",KL1/MT/015/04,INTERSEAS,"Bldg.No.119, Ward No.VII Chandiroor Alappuzha 688547 Kerala",interseas@eth.net,04782872288,9846242988,www.interseas.in,"Frozen:Fish Wild(FROZEN RIBBONFISH WHOLE) Frozen:Shrimp Aquaculture(FROZEN HEADLESS SHELL ON VANNAMEI SHRIMPS,FROZEN HEADLESS SHELL-ON VANNAMEI SHRIMPS, GRADE 1,FROZEN RAW VANNAMEI SHRIMP HEAD-LESS SHELL-ON,FROZEN HEADLESS SHELL ON VANNAMEI SHRIMP,FROZEN HLSO VANNAMEI SHRMPS) Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE ROUND,FROZEN CUTTLEFISH WHOLE CLEANED,FROZEN CUTTLEFISH WHOLE BLOCK FROZEN,FROZEN CUTTLEFISH WHOLE CLEANED BLOCK FROZEN) Frozen:Squid(FROZEN SQUID WHOLE BLOCK FROZEN,FROZEN SQUID WHOLE CLEANED BLOCK FROZEN,FROZEN LOLIGO SQUID WHOLE,BLOCK FROZEN SQUID WHOLE ROUND - A GRADE,BLOCK FROZEN SQUID WHOLE ROUND-SEMI NEEDLE-GRADE A,FROZEN SQUID WHOLE,BLOCK FROZEN WHOLE SQUIDS,BLOCK FROZEN SQUID WHOLE CLEANED,FROZEN CLEANED SQUID TUBES (WINGS OFF),FROZEN INDIAN SQUID WHOLE ROUND,FROZEN SQUID WHOLE BLAST FROZEN) Frozen:Octopus(FROZEN OCTOPUS WHOLE ROUND,FROZEN OCTOPUS WHOLE CLEANED)",name_only
713,Indian Aquatic Products,"Sakthikulangara P.O., Kollam-691581, Kerala",KL2/MT/007/04,INDIAN AQUATIC PRODUCTS,Sakthikulangara Kollam 691581 Kerala,indianaquaticsanmarine@gmail.com,9847070775,9847070775,nan,"Frozen:Fish Wild(FROZEN SEERFISH WHOLE,FROZEN SEERFISH CUBES,FROZEN TUNA WHOLE,FROZEN TUNA LOINS,FROZEN TUNA CUBES,FROZEN INDIAN MACKERAL WHOLE,FROZEN INDIAN MACKERAL WHOLE CLEANED,FROZEN SARDINE WHOLE,FROZEN SARDINE HEADLESS GUTTED TAIL OFF,FROZEN ANCHOVY WHOLE,FROZEN ANCHOVY HEADLESS TAIL OFF,FROZEN JAPANESE THREADFIN BREAM WHOLE,FROZEN JAPANESE THREADFIN BREAM HEALDESS GUTD T/L,FROZEN EMPEROR WHOLE,FROZEN EMPEROR HEALESS GUTTED T/L,FROZEN EMPEROR FILLET,FROZEN TUNA STEAKS,FROZEN SAIL FISH WHOLE,FROZEN SAIL FISH CUBES,FROZEN SAIL FISH STEAKS,FROZEN TREVALLY WHOLE,FROZEN TREVALLY CUBES,FROZEN BARRACUDA WHOLE,FROZEN BARRACUDA CUBES,PEARL SPOT WHOLE,FROZEN REEFCOD WHOLE,FROZEN MAHI MAHI FILLET,FROZEN WHITE SNAPPER WHOLE,FROZEN RED SNAPPER WHOLE) Frozen:Shrimp Wild(FROZEN SEA CAUGHT SHRIMPS IF,FROZEN SEA CAUGHT SHRIMP BLOCKS) Frozen:Shrimp Aquaculture(FROZEN VANNAMEI SHRIMP IF,FROZEN VANNAMEI SHRIMP BLOCKS) Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE CLEANED IF,FROZEN CUTTLEFISH WHOLE CLEANED BLOCKS,FROZEN CUTTLEFISH WHOLE BLOCKS,FROZEN CUTTLEFISH ROE IF,FROZEN CUTTLEFISH ROE BLOCKS,CUTTLEFISH WHOLE CLEANED BLAST FROZEN,CUTTLEFISH WHOLE BLAST FROZEN,FROZEN CUTTLEFISH SKEWERS) Frozen:Squid(FROZEN SQUID WHOLE IF,FROZEN SQUID WHOLE BLOCKS,SQUID WHOLE BLAST FROZEN,FROZEN SQUID WHOLE CLEANED IF,FROZEN SQUID WHOLE CLEANED BLOCKS,SQUID WHOLE CLEANED B LAST FROZEN,FROZEN SQUID WHOLE CLEANED SKEWERS,FROZEN SQUID RINGS,FROZEN SQUID TENTACLES,FROZEN SQUID TUBES IF,SQUID WHOLE CLEANED PAN FROZEN TRAY PACK) Frozen:Octopus(FROZEN OCTOPUS IF,FROZEN OCTOPUS BLOCK,FROZEN OCTOPUS PAN FROZEN TRAY PACK) Frozen:Gastropod(FROZEN BAIGAI WHOLE IF) Frozen:Lobster(FROZEN LOSTER IF) Frozen:Crab(FROZEN CRAB IF)",name_only
718,MANGALA MARINE EXIM INDIA PRIVATE LIMITED,"XXII/1388-A,NATIONAL HIGHWAY ROAD,EDAKOCHI,KOCHI",KL1/RX/487/22,MANGALA MARINE EXIM INDIA PRIVATE LIMITED,BHAT MEMORIAL BUILDING THOPPUMPADY KOCHI 682005 Kerala,ashok@mangalagroup.com,9846422991,9846066888,www.mangalagroup.com,nan,name_only
727,PARAGON SEA FOODS PVT LTD,"NEAR RAILWAY OVER BRIDGE , AROOR,   ALAPPUZHA -688534, KERALA , INDIA",KL1/MT/096/05,PARAGON SEA FOODS PVT.LTD.,"P.B. No.817,Thoppumpady, Kochi 682005 Factory: Near Railway Over Bridge,Aroor Alappuza 688534 Kerala",paragonsfp@gmail.com,04782875715,9846046062,nan,"Frozen:Fish Wild(FROZEN INDIAN MACKEREL WHOLE,FROZEN INDIAN MACKERELGUTTED,FROZEN INDIAN MACKEREL HEADLESS,FROZEN INDIAN MACKEREL HEADLESS TAIL LESS,FROZEN INDIAN MACKEREL HEAD LESS GUTTED,INDIVIDUALLY FROZEN INDIAN MACKEREL WHOLE,INDIVIDAULLY FROZEN INDIAN MACKEREL GUTTED,INDIVIDAULLY FROZEN INDIAN MACKEREL HEADLESS,INDIVIDAULLY FROZEN INDIANMACKERELHEADLESSTAILLESS,FROZEN YELLOWFIN TUNA,FROZEN YELLOWFIN TUNA WHOLE,FROZEN YELLOWFIN TUNA GUTTED,FROZEN YELLOWFIN TUNA HEADLESS,FROZEN YELLOWFIN TUNA HEADLESS TAIL LESS,FROZEN YELLOWFIN TUNA HEADLESS GUTTED,INDIVIDAULLY FROZEN YELLOWFIN TUNA,INDIVIDAULLY FROZEN YELLOWFIN TUNA WHOLE,INDIVIDAULLY FROZEN YELLOWFIN TUNA GUTTED,INDIVIDAULLY FROZEN YELLOWFIN TUNA HEADLESS,INDIVIDAULLY FROZENYELLOWFIN TUNAHEADLESSTAILLESS,INDIVIDAULLY FROZEN YELLOWFIN TUNA HEADLESS GUTTED,FROZEN SKIPJACK TUNA,FROZEN SKIPJACK TUNA WHOLE,FROZEN SKIPJACK TUNA GUTTED,FROZEN SKIPJACK TUNA HEADLESS,FROZEN SKIPJACK TUNA HEADLESS TAIL LESS,FROZEN SKIPJACK TUNA HEADLESS GUTTED,INDIVIDAULLY FROZEN SKIPJACK TUNA,INDIVIDAULLY SKIPJACK TUNA WHOLE,INDIVIDAULLY FROZEN SKIPJACK TUNA GUTTED,INDIVIDAULLY FROZEN SKIPJACK TUNA HEADLESS,INDIVIDUALLY FROZEN SKIPJACKTUNA HEADLESS TAILLESS,INDIVIDUALLY FROZEN SKIPJACK TUNA HEADLESS GUTTED,FROZEN RIBBON FISH WHOLE,FROZEN RIBBON FISH HEADLESS GUTTED,FROZEN RIBBON FISH H & G,FROZEN REEF COD WHOLE,INDIVIDUALLY FROZEN REEF COD WHOLE,INDIVIDUALLY FROZEN REEF COD HEADLESS GUTTED) Frozen:Shrimp Wild(FROZEN SHRIMP WHOLE,FROZEN HEADLES SHELL ON SHRIMP,FROZEN PEELED UNDEVEINED SHRIMP,FROZEN THELLY SHRIMP WHOLE,FROZEN HEAD ON SCAMPI,FROZEN WHOLE SCAMPI,FROZEN HEADLESS SCAMPI,FROZEN PEELED UNDEVEINED SCAMPI,FROZEN PEELED AND DEVEINED SCAMPI,FROZEN HEADLESS SHELL ON SCAMPI,FROZEN HEAD ON FRESH WATER SHRIMPS,INDIVIDUALLY FROZEN SHRIMP WHOLE,FROZEN HEADLESS SHRIMP,FROZEN SHRIMP PEELED TAIL ON,FROZEN SHRIMP PEELED DEVEINED TAIL ON,FROZEN SHRIMP PEELED DEVEINED,FROZEN SHRIMP PEELED UNDEVEINED,FROZEN KARIKKADI SHRIMP WHOLE) Frozen:Shrimp Aquaculture(FROZEN VANNAMEI SHRIMP WHOLE,FROZEN HEADLESS SHELL ON VANNAMEI SHRIMP,FROZEN PEELED UNDEVEINED VANNAMEI SHRIMP) Frozen:Cuttlefish(FROZEN CUTTLE FISH WHOLE,FROZEN CUTTLE FISH WHOLE CLEANED,INDIIDUALLY FROZEN CUTTLE FISH WHOLE,INDIVIDUALLY FROZEN CUTTLE FISH WHOLE CLEANED,FROZEN CUTTLE FISH ROE,FROZEN CUTTLE FISH FILLETS,FROZEN CUTTLE FISH TENTACLES,FROZEN CUTTLE FISH STRIPES,INDIVIDUALLY FROZEN CUTTLE FISH FILLETS,INDIVIDUALLY FROZEN CUTTLE FISH TENTACLES,INDIVIDUALLY FROZEN CUTTLE FISH STRIPES) Frozen:Squid(FROZEN SQUID WHOLE,FROZEN SQUID WHOLE CLEANED,FROZEN SQUID TUBE & TENTACLES,FROZEN SQUID RINGS,INDIVIDUALLY FROZEN SQUID WHOLE,INDIVIDUALLY FROZEN SQUID WHOLE CLEANED,FROZEN SQUID TUBES/CYLINDERS,FROZEN SQUID TENTACLES,FROZEN SEMI NEEDLE SQUID WHOLE,FROZEN SEMI NEEDLE SQUID WHOLE CLEANED,FROZEN NEEDLE SQUID WHOLE,FROZEN NEEDLE SQUID WHOLE CLEANED,INDIVIDUALLY FROZEN SQUID TUBES/CYLINDERS,INDIVIDUALLY FROZEN SQUID RINGS,INDIVIDUALLY FROZEN SQUID TUBE AND TENTACLES,INDIVIDUALLY FROZEN SQUID TENTACLES,INDIVIDUALLY FROZEN SEMI NEEDLE SQUID WHOLE,INDIVIDUALLY FROZEN SEMI NEEDLE SQUID WHOLECLEANED,INDIVIDUALLY FROZEN NEEDLE SQUID WHOLE,INDIVIDUALLY FROZEN NEEDLE SQUID WHOLE CLEANED) Frozen:Octopus(FROZEN OCTOPUS WHOLE,FROZEN OCTOPUS WHOLE CLEANED,INDIVIDUALLY FROZEN OCTOPUS WHOLE,FROZEN BABY OCTOPUS WHOLE,FROZEN BABY OCTOPUS WHOLE CLEANED,INDIVIDUALLY FROZEN OCTOPUS WHOLE CLEANED,INDIVIDUALLY FROZEN BABY OCTOPUS WHOLE,INDIVIDUALLY FROZEN BABY OCTOPUS WHOLE CLEANED)",name_only
730,ABAD FISHERIES PVT LTD(UNIT VII),"1/99,PALLIPURAM P.O,MUNAMBAM-683515,KERALA,INDIA",,,,,,,,,no_match
732,GEO AQUATIC PRODUCTS PVT. LTD.,"VELUTHULLY ROAD, CHANDIROOR,ALAPPUZHA-688547,KERALA",KL1/MT/304/13,GEO AQUATIC PRODUCTS PVT.LTD,"XI/64-A, Veluthully Road Chandiroor Alleppey 688547 Kerala",geoaquatic@gmail.com,04782876910,9846048591,nan,"Frozen:Fish Wild(FROZEN TUNA, INDIAN MACKERAL, INDIAN SARDINE,,SQUID, CUTTLEFISH, OCTOPUS,VANNAMEI SHRIMPS, SEA CAUGHT SHRIMPS, BROWN SHRIMP,IQF, BLANCHED SHRIMPS, IQF COOKED SHRIMPS,VANNAMEI HLSO, VANNAMEI PD, PVPD, PUD) Frozen:Shrimp Aquaculture(VANNAMEI SHRIMPS) Frozen:Squid(SQUID WHOLE, CLEANED TUBE, RINGS)",name_only
735,INTERNATIONALFREEZFISH EXPORTS (UNIT-II),"A.P.II/809 A,CHEMICALINDUSTRIAL ESTATEAROOR-688534,ALAPPUZHAAROOR-688534,ALAPPUZHA",,,,,,,,,no_match
736,BABY MARINE SARASS,"Plot No. 7B, Industrial Area, Baikampady, New Mangalore – 575011, Karnataka",,,,,,,,,no_match
737,Charly Fisheries,"Mamachanthuruth, Building No. 291,Ward No. NGP-5, Neendakara, Kollam, Kerala-691582",,,,,,,,,no_match
738,ASWIN ASSOCIATES,"XIII/831,VIAKS ROAD, KARUVELIPADY, COCHIN- 682 005, KERALA, INDIA",KL1/MT/249/10,ASWIN ASSOCIATES,"13/831, Vikas Road Karuvelipady Cochin 682005 Kerala",lab@aswinassociates.com,04842228543,9447048251,nan,"Frozen:Fish Wild(FROZEN RIBBON FISH WHOLE/GUTTED,FROZEN MACKEREL WHOLE,FROZEN LEATHER JACKET WHOLE,FROZEN YELLOWFIN TUNA,FROZEN SKIPJACK TUNA WHOLE,FROZEN JAPANEESE THREADFIN BREAM WHOLE) Frozen:Shrimp Wild(FROZEN THELLY SHRIMPS,Deep sea shrimps,White Shrimps,White prawn,King prawn,Pink shrimp) Frozen:Shrimp Aquaculture(FROZEN VANNAMEI SHRIMPS/HLSO/PUD) Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE/WHOLE CLEANED) Frozen:Squid(FROZEN SQUID WHOLE/WHOLE CLEANED/TENTACLES) Frozen:Octopus(FROZEN OCTOPUS WHOLE/WHOLE CLEANED)",name_only
741,CHERUKATTU INDUSTRIES (MARINE DIVISION),"AP IV/470-B, AROOR-688534, ALAPPUZHA DIST., KERALA, INDIA",KL1/MT/004/04,CHERUKATTU INDUSTRIES (MARINE DIVISION),"Aroor, Alappuzha- 688534 Kerala",rajeshcherukattu@gmail.com,04782873056,9388842200,nan,"Frozen:Shrimp Wild(FROZEN PUD SHRIMPS,FROZEN PD SHRIMPS,FROZEN HEADLESS SHELL-ON SHRIMPS) Frozen:Shrimp Aquaculture(FROZEN PUD VANNAMEI SHRIMPS,FROZEN PD VANNAMEI SHRIMPS,FROZEN HEADLESS SHELL-ON VANNAMEI SHRIMPS) Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE CLEANED) Frozen:Squid(FROZEN SQUID WHOLE,FROZEN SQUID WHOLE CLEANED) Frozen:Octopus(FROZEN WHOLE CLEANED OCTOPUS)",name_only
742,HIC-ABF Special Foods Pvt Ltd,"Industrial Development Area Project Colony Road Aroor -688534 Alappuzha Dist.,Kerala",,,,,,,,,no_match
751,Freeze Engineering Industries Private Ltd,"XVI/1109, Cochin Fisheries Harbour, Thoppumpady, Cochin â?? 682 005, Kerala State, India.",KL1/MT/019/04,FREEZE ENGINEERING INDUSTRIES PRIVATE LTD,"XVI/1109, COCHIN FISHERIES HARBOUR THOPPUMPADY, COCHIN 682005 Kerala",freezefishexports@gmail.com,9349415204,9387475210,nan,nan,name_only
755,PREMIER MARINE ENTERPRISES,"EP IX/315, Eramalloor-688537, Alappuzha, Kerala, India",KL1/MT/111/05,PREMIER MARINE ENTERPRISES,"EP IX/315, Eramalloor 688537 Kerala",premier_exim@yahoo.com,04782874266,9447044963,nan,"Frozen:Fish Wild(FROZEN MACKEREL WHOLE,FROZEN SARDINE WHOLE,FROZEN KING FISH WHOLE,FROZEN THREADFIN BREAM WHOLE,FROZEN BLACK POMFRET WHOLE,FROZEN WHITE POMFRET WHOLE,FROZEN RIBBON FISH WHOLE,FROZEN MACKEREL WHOLE GUTTED,FROZEN SARDINE WHOLE GUTTED,FROZEN KING FISH WHOLE GUTTED,FROZEN THREAD FIN BREAM GUTTED,FROZEN BLACK POMFRET WHOLE GUTTED,FROZEN WHITE POMFRET WHOLE GUTTED,FROZEN RIBBON FISH WHOLE GUTTED,FROZEN SKIPJACK TUNA WHOLE,FROZEN SKIPJACK TUNA GUTTED,FROZEN YELLOWFIN TUNA WHOLE,FROZEN YELLOWFIN TUNA GUTTED,FROZEN REEFCOD WHOLE,FROZEN REEFCOD GUTTED,FROZEN BARRACUDA WHOLE,FROZEN BARRACUDA WHOLE GUTTED,FROZEN LEATHER JACKET WHOLE,FROZEN LEATHER JACKET WHOLE GUTTED,FROZEN TUNA WHOLE GUTTED,FROZEN FISH FILLETS,FROZEN FISH STEAKS,FROZEN TUNA WHOLE,INDIVIDUALLY FROZEN FISH WHOLE,INDIVIDUALLY FROZEN FISH WHOLE GUTTED) Frozen:Shrimp Wild(FROZEN PUD SHRIMPS,FROZEN PD SHRIMPS,FROZEN PVPD SHRIMPS,FROZEN SHRIMP WHOLE,FROZEN HEADLESS SHELL ON SHRIMPS,FROZEN PD TAIL ON SHRIMPS,FROZEN THELLY SHRIMP WHOLE) Frozen:Shrimp Aquaculture(FROZEN PUD SHRIMPS,FROZEN PD SHRIMPS,FROZEN PVPD SHRIMPS,FROZEN SHRIMP WHOLE,FROZEN HEAD LESS SHELL ON SHRIMPS,FROZEN PD TAIL ON SHRIMPS,FROZEN HEAD LESS SHRIMPS) Frozen:Cuttlefish(FROZEN CUTTLE FISH WHOLE,FROZEN CUTTLE FISH WHOLE CLEANED,INDIIDUALLY FROZEN CUTTLE FISH WHOLE,INDIVIDUALLY FROZEN CUTTLE FISH WHOLE CLEANED,FROZEN CUTTLE FISH ROE,FROZEN CUTTLE FISH FILLETS,FROZEN CUTTLE FISH TENTACLES,FROZEN CUTTLE FISH STRIPES,INDIVIDUALLY FROZEN CUTTLE FISH FILLETS,INDIVIDUALLY FROZEN CUTTLE FISH TENTACLES,INDIVIDUALLY FROZEN CUTTLE FISH STRIPES) Frozen:Squid(FROZEN SQUID WHOLE,FROZEN SQUID WHOLE CLEANED,FROZEN SQUID TUBE & TENTACLES,FROZEN SQUID RINGS,INDIVIDUALLY FROZEN SQUID WHOLE,INDIVIDUALLY FROZEN SQUID WHOLE CLEANED,FROZEN SQUID TUBES/CYLINDERS,FROZEN SQUID TENTACLES,FROZEN SEMI NEEDLE SQUID WHOLE,FROZEN SEMI NEEDLE SQUID WHOLE CLEANED,FROZEN NEEDLE SQUID WHOLE,FROZEN NEEDLE SQUID WHOLE CLEANED,INDIVIDUALLY FROZEN SQUID TUBES/CYLINDERS,INDIVIDUALLY FROZEN SQUID RINGS,INDIVIDUALLY FROZEN SQUID TUBE AND TENTACLES,INDIVIDUALLY FROZEN SQUID TENTACLES,INDIVIDUALLY FROZEN SEMI NEEDLE SQUID WHOLE,INDIVIDUALLY FROZEN SEMI NEEDLE SQUID WHOLECLEANED,INDIVIDUALLY FROZEN NEEDLE SQUID WHOLE,INDIVIDUALLY FROZEN NEEDLE SQUID WHOLE CLEANED) Frozen:Octopus(FROZEN OCTOPUS WHOLE,FROZEN OCTOPUS WHOLE CLEANED,INDIVIDUALLY FROZEN OCTOPUS WHOLE,INDIVIDUALLY FROZEN OCTOPUS WHOLE CLEANED,FROZEN BABY OCTOPUS WHOLE,FROZEN BABY OCTOPUS WHOLE CLEANED,INDIVIDUALLY FROZEN BABY OCTOPUS WHOLE,INDIVIDUALLY FROZEN BABY OCTOPUS WHOLE CLEANED)",name_only
757,KARAVALI OCEAN PRODUCTS PVT. LTD.,"Manur Fisheries Road, Manur Village, Kota Udupi District, Karnataka-576221",KA1/MT/072/13,KARAVALI OCEAN PRODUCTS PVT. LTD.,"Manur Fisheries Road, Kota, Udupi Dist Karnataka 576221 Karnataka",lohithkaravali@gmail.com,8197478968,8197478968,nan,"Frozen:Fish Wild(FROZEN INDIAN MACKEREL WHOLE ROUND,FROZEN INDIAN OIL SARDINE WHOLE ROUND,FROZEN RIBBON FISH WHOLE,FROZEN REEF COD WHOLE,FROZEN CROACKER WHOLE,FROZEN BULL EYE WHOLE,FROZEN YELLOW TAIL SCAD WHOLE) Frozen:Shrimp Wild(FROZEN WHITE SHRIMPS HOSO,FROZEN WHITE SHRIMPS HLSO,FROZEN WHITE SHRIMPS PUD,FROZEN KARIKKADI SHRIMPS HOSO,FROZEN KARIKKADI SHRIMPS HLSO,FROZEN KARIKKADI SHRIMPS PUD/PD,FROZEN POOVALAN SHRIMPS HOSO,FROZEN POOVALAN SHRIMPS HLSO,FROZEN POOVALAN SHRIMPS PUD/PD) Frozen:Shrimp Aquaculture(FROZEN VANNAMEI SHRIMPS HOSO,FROZEN VANNAMEI SHRIMPS HLSO,FROZEN VANNAMEI SHRIMPS PUD/PD) Frozen:Cuttlefish(FROZEN CUTTLE FISH WHOLE,FROZEN CUTTLE FISH WHOLE CLEANED,FROZEN SQUID WHOLE CLEANED IF) Frozen:Squid(frozen squid whole,FROZEN SQUID WHOLE CLEANED,FROZEN SQUID WHOLE CLEANED IF,FEOZEN SQUID RINGS AND TENTACLES,FROZEN WHOLE CLEANED SQUID TUBES) Frozen:Octopus(FROZEN QCTOPUS WHOLE ROUND,FROZEN OCTOPUS WHOLE -LONG ARM,FROZEN OCTOPUS WHOLE -SHORT ARM)",name_only
759,PARAYIL FOOD PRODUCTS PVT LTD,"Building No.778,Development Area,Aroor-688534,Kerala",KL1/MT/174/06,"PARAYIL FOOD PRODUCTS PVT LTD.,",Development Area Aroor-688 534 Alappuzha 688534 Kerala,mathewparayil@dailydelight.com,2875143,9846339999,nan,nan,name_only
766,PREMIER MARINE FOODSUNIT II,"DOOR NO.314,315&316,Suvery No.74/3D,Ward IXChandiroor,Alappuzha688547",,,,,,,,,no_match
767,MOON FISHERY INDIA PVT LTD,"Chemical Industrial Estate,Aroor-688534, Alappuzha Dist., Kerala",KL1/MT/183/07,MOON FISHERY (INDIA) PVT. LTD.,"28/60A-1, First Floor, G107, Panampilly Nagar, Kochi 682036 Kerala",shilpa@moonfishery.com,04782872555,9048121005,nan,nan,name_only
768,TOLAR OCEAN PRODUCTS PVT. LTD.,"Manur Fisheries Road, Kota-576221 Udupi Taluk & District, Karnataka, India",,,,,,,,,no_match
770,H.T Foods Pvt Ltd,"Plot No.17/SDF, Ground Floor, Unit 3&4 , CSEZ, Kakkanad, Kochi-682037",,,,,,,,,no_match
771,ROYAL OCEANS,"AP XII/528, OLD NH, CHANDIROOR P O,ALAPPUZHA DISTRICT-688547KERALA, INDIA",,,,,,,,,no_match
