factory,company,location,website,species,capacity,certifications,byproduct,confidence_species,confidence_capacity,confidence_certifications,confidence_byproduct,evidence_urls,notes,cfia_ref
W & R FISHERIES LTD (CFIA Ref #4244),W & R FISHERIES LTD,"6 WATER ST, GEORGETOWN, PE, C0A1L0, Canada",https://canadasfoodisland.ca/culinary_trail/w-r-fisheries-ltd/,"Mussel, Oyster, Clam",Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://canadasfoodisland.ca/culinary_trail/w-r-fisheries-ltd/ | https://seafoodfromcanada.ca/listing/wr-fisheries/ | https://www.peicoastlineshellfish.ca/ | https://canadasfoodisland.ca/culinary_trail/w-r-fisheries-ltd,Verified from website text extraction,
VICTORIA CO-OPERATIVE FISHERIES LIMITED (CFIA Ref #1483),VICTORIA CO-OPERATIVE FISHERIES LIMITED,"247 NEW HAVEN ROAD, NEW HAVEN, NS, B0C1N0, Canada",https://www.canada.ca/en/atlantic-canada-opportunities/campaigns/impacts/victoria-cooperative-fisheries-ltd.html,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://victoriafish.com/ | https://victoriafish.com/contact/ | https://victoriafish.com/about-the-co-op/,Website found but pages not extractable / too thin,
VICTOR AQUACULTURE INC. (CFIA Ref #4010),VICTOR AQUACULTURE INC.,"120 RUE DE L'INDUSTRIE, SHIPPAGAN, NB, E8S0A2, Canada",http://inspection.canada.ca/en/node/2,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,http://inspection.canada.ca/en/node/2 | https://www.facebook.com/p/Victor-Aquaculture-Inc-100057404051195/ | https://new.geds-sage.gc.ca/en/GEDS/?pgid=017&dn=T1U9U0hGSU9GUEwtQkxTSElQUEwsT1U9SU1QTEFOVC1JTVZFR0VUQSxPVT1OQkFPRi1CU05CRixPVT1BVE9QTU5CLU9BTU5CLE9VPU9GVlBPLUJWUE9QLE9VPUNGSUEtQUNJQSxPPUdDLEM9Q0E=,Verified from website text extraction,
VERSACOLD LOGISTICS SERVICES/VERSACOLD SAINT-FRANÉOIS (CFIA Ref #S739),VERSACOLD LOGISTICS SERVICES/VERSACOLD SAINT-FRANÉOIS,"5757 CHEMIN ST-FRANCOIS, SAINT-LAURENT, QC, H4S1B6, Canada",https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14184-versacold-logistics-services-st-francois-facility-st-laurent-qc,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14184-versacold-logistics-services-st-francois-facility-st-laurent-qc | https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2163528 | https://www.mapquest.com/ca/quebec/versacold-logistic-svc-454658347,Website found but pages not extractable / too thin,
VERSACOLD LOGISTICS SERVICES/VERSACOLD PETTIPAS (CFIA Ref #S805),VERSACOLD LOGISTICS SERVICES/VERSACOLD PETTIPAS,"20 PETTIPAS DRIVE, DARTMOUTH, NS, B3B1K2, Canada",https://ised-isde.canada.ca/cc/lgcy/fdrlCrpDtls.html?p=&corpId=4442491&corpName=VERSACOLD%20LOGISTICS%20CANADA%20INC.&rdrcturl=chngRgstrdcdrsWz.html,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14172-versacold-logistics-services-pettipas-facility-dartmouth-ns | https://www.mapquest.com/ca/nova-scotia/versacold-logistics-services-279859578 | https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2163528 | https://ised-isde.canada.ca/cc/lgcy/fdrlCrpDtls.html?p=&corpId=4442491&corpName=VERSACOLD%20LOGISTICS%20CANADA%20INC.&rdrcturl=chngRgstrdcdrsWz.html | https://ised-isde.canada.ca/cc/lgcy/fdrlCrpDtls.html?p=&corpId=4442491&corpName=VERSACOLD%20LOGISTICS%20CANADA%20INC.&rdrcturl=chngRgstrdcdrsWz.html/products | https://ised-isde.canada.ca/cc/lgcy/fdrlCrpDtls.html?p=&corpId=4442491&corpName=VERSACOLD%20LOGISTICS%20CANADA%20INC.&rdrcturl=chngRgstrdcdrsWz.html/product | https://ised-isde.canada.ca/cc/lgcy/fdrlCrpDtls.html?p=&corpId=4442491&corpName=VERSACOLD%20LOGISTICS%20CANADA%20INC.&rdrcturl=chngRgstrdcdrsWz.html/our-products | https://ised-isde.canada.ca/cc/lgcy/fdrlCrpDtls.html?p=&corpId=4442491&corpName=VERSACOLD%20LOGISTICS%20CANADA%20INC.&rdrcturl=chngRgstrdcdrsWz.html/certifications | https://ised-isde.canada.ca/cc/lgcy/fdrlCrpDtls.html?p=&corpId=4442491&corpName=VERSACOLD%20LOGISTICS%20CANADA%20INC.&rdrcturl=chngRgstrdcdrsWz.html/certification,Verified from website text extraction,
VERSACOLD LOGISTICS SERVICES/VERSACOLD PETTIPAS (CFIA Ref #CS1344857),VERSACOLD LOGISTICS SERVICES/VERSACOLD PETTIPAS,"20 PETTIPAS DRIVE, DARTMOUTH, NS, B3B1K2, Canada",https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14172-versacold-logistics-services-pettipas-facility-dartmouth-ns,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14172-versacold-logistics-services-pettipas-facility-dartmouth-ns | https://www.mapquest.com/ca/nova-scotia/versacold-logistics-services-279859578 | https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2163528,Website found but pages not extractable / too thin,
VERSACOLD LOGISTICS SERVICES/VERSACOLD MOUNT-PEARL (CFIA Ref #CS1402945),VERSACOLD LOGISTICS SERVICES/VERSACOLD MOUNT-PEARL,"96 GLENCOE DRIVE, MOUNT PEARL, NL, A1N4S9, Canada",https://www.gov.nl.ca/gs/inspection/versacold-logistics-canada-inc-96-glencoe-drive-mount-pearl-nl/,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.mapquest.com/ca/newfoundland-and-labrador/versacold-logistics-services-359097024 | https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14171-versacold-logistics-services-mt-pearl-facility-mt-pearl-nl | https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2163528 | https://www.gov.nl.ca/gs/inspection/versacold-logistics-canada-inc-96-glencoe-drive-mount-pearl-nl,Verified from website text extraction,
VERSACOLD LOGISTICS SERVICES/VERSACOLD MONCTON (CFIA Ref #CS1402836),VERSACOLD LOGISTICS SERVICES/VERSACOLD MONCTON,"123 PRICE STREET, MONCTON, NB, E1A3R1, Canada",https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14170-versacold-logistics-services-moncton-facility-moncton-nb,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.mapquest.com/ca/new-brunswick/versacold-logistics-services-427726116 | https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14170-versacold-logistics-services-moncton-facility-moncton-nb | https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2163528,Website found but pages not extractable / too thin,
VERSACOLD LOGISTICS SERVICES/VERSACOLD LACHINE (CFIA Ref #S738),VERSACOLD LOGISTICS SERVICES/VERSACOLD LACHINE,"1600 BRANDON CRESCENT, LACHINE, QC, H8T6M8, Canada",Unknown / not in CFIA list,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,,No website found via search backend,
VERSACOLD LOGISTICS SERVICES/VERSACOLD CÔTE-DE-LIESSE (CFIA Ref #S785),VERSACOLD LOGISTICS SERVICES/VERSACOLD CÔTE-DE-LIESSE,"6100 COTE DE LIESSE; PORTE J, SAINT-LAURENT, QC, H4T1E3, Canada",https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14183-versacold-logistics-services-cote-de-liesse-facility-saint-laurent-qc,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14183-versacold-logistics-services-cote-de-liesse-facility-saint-laurent-qc | https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2163528 | https://www.foodlogistics.com/warehousing/cold-storage/company/21578449/versacold,Website found but pages not extractable / too thin,
VERSACOLD LOGISTICS SERVICES - VALLEY (CFIA Ref #1439300),VERSACOLD LOGISTICS SERVICES - VALLEY,"31785 MARSHALL ROAD, ABBOTSFORD, BC, V2T5Z8, Canada",https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14161-versacold-logistics-services-valley-facility-abbotsford-bc,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14161-versacold-logistics-services-valley-facility-abbotsford-bc | https://www.onelineage.com/facilities/abbotsford-british-columbia | https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2163528,Website found but pages not extractable / too thin,
VERSACOLD LOGISTICS SERVICES - SURREY (CFIA Ref #1422072),VERSACOLD LOGISTICS SERVICES - SURREY,"19572-94TH AVENUE, SURREY, BC, V4N4E5, Canada",https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14167-versacold-logistics-services-surrey-facility-surrey-vancouver-bc,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14167-versacold-logistics-services-surrey-facility-surrey-vancouver-bc | https://www.mapquest.com/ca/british-columbia/versacold-logistics-services-359621899 | https://ca.linkedin.com/company/versacold,Website found but pages not extractable / too thin,
VERSACOLD LOGISTICS SERVICES - NORTHLANDS (CFIA Ref #S228),VERSACOLD LOGISTICS SERVICES - NORTHLANDS,"12536 62ND STREET, EDMONTON, AB, T5W0Y5, Canada",https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14158-versacold-logistics-services-northlands-facility-edmonton-ab,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14158-versacold-logistics-services-northlands-facility-edmonton-ab | https://www.mapquest.com/ca/alberta/versacold-northlands-456242910 | https://ca.linkedin.com/company/versacold,Website found but pages not extractable / too thin,
VERSACOLD LOGISTICS SERVICES - LETHBRIDGE NORTH (CFIA Ref #1503979),VERSACOLD LOGISTICS SERVICES - LETHBRIDGE NORTH,"585-41 STREET NORTH, LETHBRIDGE, AB, T1H6X9, Canada",https://amta.ca/members/versacold-logistics-services-gp-limited/,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14159-versacold-logistics-services-lethbridge-north-facility-lethbridge-ab | https://www.mapquest.com/ca/alberta/versacold-logistics-services-359522796 | https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2163528 | https://amta.ca/members/versacold-logistics-services-gp-limited,Verified from website text extraction,
VERSACOLD LOGISTICS SERVICES - EDMONTON SOUTH (CFIA Ref #S213),VERSACOLD LOGISTICS SERVICES - EDMONTON SOUTH,"9002 – 20th Street, EDMONTON, AB, T6P1K7, Canada",https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14156-versacold-logistics-services-edmonton-south-facility-edmonton-ab,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14156-versacold-logistics-services-edmonton-south-facility-edmonton-ab | https://www.mapquest.com/ca/alberta/versacold-logistics-services-359562883 | https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2163528,Website found but pages not extractable / too thin,
VERSACOLD LOGISTICS SERVICES - DERWENT (CFIA Ref #1483788),VERSACOLD LOGISTICS SERVICES - DERWENT,"1188 DERWENT WAY, DELTA, BC, V3M5R1, Canada",https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14165-versacold-logistics-services-derwent-facility-delta-bc,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14165-versacold-logistics-services-derwent-facility-delta-bc | https://www.mapquest.com/ca/british-columbia/versacold-logistics-services-359615526 | https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2163528,Website found but pages not extractable / too thin,
VERSACOLD LOGISTICS SERVICES - DELTA (CFIA Ref #1483439),VERSACOLD LOGISTICS SERVICES - DELTA,"1588 CLIVEDEN AVENUE, DELTA, BC, V3M6P1, Canada",https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14163-versacold-logistics-services-delta-facility-delta-bc,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14163-versacold-logistics-services-delta-facility-delta-bc | https://www.onelineage.com/facilities/delta-1588-cliveden-british-columbia | https://www.mapquest.com/ca/british-columbia/versacold-logistics-services-359615744,Website found but pages not extractable / too thin,
VERSACOLD LOGISTICS SERVICES - CLIVEDEN (CFIA Ref #1483787),VERSACOLD LOGISTICS SERVICES - CLIVEDEN,"836 CLIVENDEN AVENUE ANNACIS ISLAND, DELTA, BC, V3M5R5, Canada",https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14164-versacold-logistics-services-cliveden-facility-delta-bc,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14164-versacold-logistics-services-cliveden-facility-delta-bc | https://www.onelineage.com/facilities/delta-836-cliveden-british-columbia | https://www.mapquest.com/ca/british-columbia/versacold-455411838,Website found but pages not extractable / too thin,
VERSACOLD LOGISTICS SERVICES (CFIA Ref #S224),VERSACOLD LOGISTICS SERVICES,"3925 BRANDON STREET S.E., CALGARY, AB, T2G4A7, Canada",https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14153-versacold-logistics-services-brandon-st-center-calgary-ab,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14153-versacold-logistics-services-brandon-st-center-calgary-ab | https://ca.linkedin.com/company/versacold | https://www.mapquest.com/ca/alberta/versacold-logistics-services-281634705,Website found but pages not extractable / too thin,
VERSACOLD LOGISTICS SERVICES (CFIA Ref #S206),VERSACOLD LOGISTICS SERVICES,"555 - 78TH AVE S.E., CALGARY, AB, T2C4M4, Canada",https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14155-versacold-logistics-services-foothills-facility-calgary-ab,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.mapquest.com/ca/alberta/versacold-logistics-services-359529759 | https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14155-versacold-logistics-services-foothills-facility-calgary-ab | https://ca.linkedin.com/company/versacold,Website found but pages not extractable / too thin,
VERSACOLD LOGISTICS SERVICES (CFIA Ref #0659),VERSACOLD LOGISTICS SERVICES,"200 DAWSON ROAD NORTH, WINNIPEG, MB, R2J0S7, Canada",http://inspection.canada.ca/en/node/2,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14169-versacold-logistics-services-dawson-facility-winnipeg-mb | https://www.dnb.com/business-directory/company-profiles.versacold_logistics_services.1ab14a1cb7d298471d17e0a9f2c0a982.html | https://ca.linkedin.com/company/versacold | http://inspection.canada.ca/en/node/2,Verified from website text extraction,
VERSACOLD - 127 (CFIA Ref #S233),VERSACOLD - 127,"7405 – 127 AVE, EDMONTON, AB, T5C1R9, Canada",http://inspection.canada.ca/en/node/2,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,http://inspection.canada.ca/en/node/2 | https://www.refrigeratedfrozenfood.com/directories/2698-warehouse-guide/listing/14157-versacold-logistics-services-127th-avenue-facility-edmonton-ab | http://inspection.canada.ca/en/food-licences,Verified from website text extraction,
VARIETY FOODS LIMITED (CFIA Ref #6023),VARIETY FOODS LIMITED,"16-18 HARBOUR DRIVE, HARBOUR MAIN, NL, A0P2P0, Canada",http://varietyfoods.ca/,Oyster,Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,http://varietyfoods.ca/ | https://variety-foods.com/ | http://varietyfoods.ca/contact/ | http://varietyfoods.ca | http://varietyfoods.ca/products | http://varietyfoods.ca/product,Verified from website text extraction,
VANBUSKIRK FISHERIES LIMITED (CFIA Ref #LL31002),VANBUSKIRK FISHERIES LIMITED,"80 CHURCH ROAD, SHELBURNE, NS, B0T1W0, Canada",http://inspection.canada.ca/en/node/2,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.dnb.com/business-directory/company-profiles.vanbuskirk_fisheries_limited.8ef24b58530977e87a2774b2a7ac1bb1.html | http://inspection.canada.ca/en/node/2 | http://inspection.canada.ca/en/about-cfia/contact-cfia/contact-cfia-office-telephone,Verified from website text extraction,
VAN SEA'S WHOLESALE PROCESSING INC. (CFIA Ref #0722),VAN SEA'S WHOLESALE PROCESSING INC.,"3777 KEITH STREET, BURNABY, BC, V5J3B9, Canada",https://www.ridofthered.com/processing/,"Salmon, Halibut",Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://www.ridofthered.com/processing/ | https://ca.linkedin.com/company/rid-of-the-red-chicken-&-seafood-co.-ltd | https://www.dnb.com/business-directory/company-profiles.van_seas_wholesale_processing_inc.03b57b3ac356b84f31dda080dfade6d3.html | https://www.ridofthered.com/processing | https://www.ridofthered.com/processing/product,Verified from website text extraction,
VAN ISLET INTERNATIONAL TRADING LTD. (CFIA Ref #1D27),VAN ISLET INTERNATIONAL TRADING LTD.,"4-12351 BRIDGEPORT RD, RICHMOND, BC, V6V1J4, Canada",Unknown / not in CFIA list,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,,No website found via search backend,
UPTIME FOOD PRODUCTS INC. (CFIA Ref #5008),UPTIME FOOD PRODUCTS INC.,"11800 AV J.J. JOUBERT, MONTRÉAL, QC, H1E7J4, Canada",http://inspection.canada.ca/en/node/2,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.alimentsduquebec.com/en/certified-products/business/les-produits-alimentaires-uptime-inc | https://www.mapquest.com/ca/quebec/uptime-food-products-inc-279854493 | https://www.yellowpages.ca/bus/Quebec/Montreal/Uptime-Food-Products-Inc/2791160.html | http://inspection.canada.ca/en/node/2,Verified from website text extraction,
UNION BAY SEAFOOD LTD. (CFIA Ref #6001),UNION BAY SEAFOOD LTD.,"170-2288 NO 5 ROAD, RICHMOND, BC, V6X2T1, Canada",https://recalls-rappels.canada.ca/en/alert-recall/certain-union-bay-seafood-ltd-brand-pacific-oysters-recalled-due-norovirus-0,Oyster,Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://recalls-rappels.canada.ca/en/alert-recall/certain-union-bay-seafood-ltd-brand-pacific-oysters-recalled-due-norovirus-0 | https://www.yellowpages.ca/bus/British-Columbia/Richmond/Union-Bay-Seafood-Ltd/101297655.html | https://www.mapquest.com/ca/british-columbia/union-bay-seafood-ltd-455598553,Verified from website text extraction,
UEUSHUK FISHERIES LTD. (CFIA Ref #0091),UEUSHUK FISHERIES LTD.,"St. John’s Harbour, Water Street, St. John’s, NL, A1C 6N6, Canada",https://innudev.com/partners/our-partners/ueushuk-fisheries-limited/,Shrimp/Prawn,Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://innudev.com/partners/our-partners/ueushuk-fisheries-limited/ | https://www.yellowpages.ca/bus/Newfoundland-and-Labrador/Mount-Pearl/Ueushuk-Fisheries-Ltd/101674885.html | https://innudev.com/partners/our-partners/ueushuk-fisheries-limited,Verified from website text extraction,
TWIN SEAFOOD LIMITED (CFIA Ref #3704),TWIN SEAFOOD LIMITED,"6689 RTE 3, WOODS HARBOUR, NS, B0W 2E0, Canada",https://www.novascotiaseafoodalliance.ca/twin-seafoods-ltd,"Lobster, Tuna, Halibut",Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://www.novascotiaseafoodalliance.ca/twin-seafoods-ltd | https://seafoodfromcanada.ca/fr/listing/twin-seafood-limited/ | https://www.mapquest.com/ca/nova-scotia/twin-seafood-ltd-24493508,Verified from website text extraction,
TST HEALTH FOODS INC. (CFIA Ref #6164),TST HEALTH FOODS INC.,"50 EAST WILMOT STREET, RICHMOND HILL, ON, L4B3Z3, Canada",http://inspection.canada.ca/en/inspection-and-enforcement/food-safety-investigations,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,http://inspection.canada.ca/en/inspection-and-enforcement/food-safety-investigations | https://materials-reference-listing-food.hpfb-dgpsa.ca/company/tst-health-foods-inc | https://www.yellowpages.ca/bus/Ontario/Richmond-Hill/Tst-Health-Foods-Inc/102656825.html,Verified from website text extraction,
"TRUE WORLD FOODS, INC. OF CANADA (CFIA Ref #3754)","TRUE WORLD FOODS, INC. OF CANADA","40 GOODICK ROAD, SHELBURNE, NS, B0T1W0, Canada",https://trueworldfoods.ca/,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://trueworldfoods.ca/ | https://twf.trueworldfoods.com/ | https://trueworldfoods.ca/contact/ | https://trueworldfoods.ca,Verified from website text extraction,
TRI-STAR SEAFOOD SUPPLY LTD. (CFIA Ref #0724),TRI-STAR SEAFOOD SUPPLY LTD.,"11751 VOYAGEUR WAY, RICHMOND, BC, V6X3J4, Canada",https://www2.gov.bc.ca/gov/content/export-catalogue/bc-agrifood-seafood-export-catalogue/seafood-companies/tri-starseafood-supply-ltd,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.facebook.com/TriStarSeafood/ | https://www2.gov.bc.ca/gov/content/export-catalogue/bc-agrifood-seafood-export-catalogue/seafood-companies/tri-starseafood-supply-ltd | https://fishchoice.com/business/tri-star-seafood-supply-ltd,Website found but pages not extractable / too thin,
Tor Bay Fisheries Limited (CFIA Ref #1D85),Tor Bay Fisheries Limited,"4963 Charlos Cove Rd, Charlos Cove, NS, B0H1T0, Canada",https://torbayfisheries.ca/,"Multi-species seafood (Lobster, Crab, Shrimp/Prawn, Halibut, Cod)",Unknown,Unknown,YES (Collagen/Gelatin),MEDIUM,LOW,LOW,HIGH,https://torbayfisheries.ca/ | https://www.torbayfisheries.ca/contact | https://www.facebook.com/torbayfisheries/ | https://torbayfisheries.ca | https://torbayfisheries.ca/products,Verified from website text extraction,
TOMCHI COLD INC. (CFIA Ref #6373),TOMCHI COLD INC.,"2941 DE LA GARE, VAUDREUIL – DORION, QC, J7V9R2, Canada",Unknown / not in CFIA list,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,,No website found via search backend,
THREE PORTS FISHERIES LIMITED (CFIA Ref #3570),THREE PORTS FISHERIES LIMITED,"897 ALDER POINT ROAD, ALDER POINT, NS, B1Y1B3, Canada",http://inspection.canada.ca/en/exporting-food-plants-animals/food-exports/registers-and-lists,"Lobster, Oyster",Unknown,Unknown,"YES (Collagen/Gelatin, Fish oil)",HIGH,LOW,LOW,HIGH,https://www.mapquest.com/ca/nova-scotia/three-port-fisheries-456532689 | http://inspection.canada.ca/en/exporting-food-plants-animals/food-exports/registers-and-lists | https://www.dfo-mpo.gc.ca/contact/regions/maritimes-eng.html,Verified from website text extraction,
THADDEE & ALVERIE FISHERIES LTD (CFIA Ref #0232),THADDEE & ALVERIE FISHERIES LTD,"14 CHEMIN DE L'ILES, PETIT-CAP, NB, E4N2G7, Canada",https://seafoodfromcanada.ca/listing/petit-cap-fisheries-ltd/,"Multi-species seafood (Salmon, Lobster, Crab, Shrimp/Prawn, Mussel, Oyster, Clam, Tuna)",Unknown,Unknown,YES (Collagen/Gelatin),MEDIUM,LOW,LOW,HIGH,https://www.mapquest.com/ca/new-brunswick/thaddee-alverie-fisheries-ltd-423651910 | https://www.yellowpages.ca/bus/New-Brunswick/Petit-Cap/Thaddee-Alverie-Fisheries-Ltd/101810865.html | https://seafoodfromcanada.ca/listing/petit-cap-fisheries-ltd/ | https://seafoodfromcanada.ca/listing/petit-cap-fisheries-ltd | https://seafoodfromcanada.ca/listing/petit-cap-fisheries-ltd/product,Verified from website text extraction,
TFI FOODS LTD./LES ALIMENTS TFI LTEE (CFIA Ref #6348),TFI FOODS LTD./LES ALIMENTS TFI LTEE,"44 MILNER AVENUE, SCARBOROUGH, ON, M1S3P8, Canada",https://www.tfifoods.com/,"Multi-species seafood (Salmon, Crab, Scallop, Shrimp/Prawn)",Unknown,Unknown,Unknown,MEDIUM,LOW,LOW,LOW,https://www.tfifoods.com/ | https://www.tfifoods.com/contact.html | https://www.tfifoods.com/about.html | https://www.tfifoods.com | https://www.tfifoods.com/product,Verified from website text extraction,
TENSHI SEAFOOD LTD. (CFIA Ref #6439),TENSHI SEAFOOD LTD.,"22111 FRASERWOOD WAY, RICHMOND, BC, V6W0A8, Canada",https://www.roserocket.com/trucking-company/tenshi-seafood-ltd-usdot-3215989,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.dnb.com/business-directory/company-profiles.tenshi_seafood_ltd.79cd2a26e630359791fc9123c4e97d9f.html | https://www.roserocket.com/trucking-company/tenshi-seafood-ltd-usdot-3215989 | https://www.yellowpages.ca/bus/British-Columbia/Richmond/Tenshi-International-Holdings-Ltd/101915011.html,Website found but pages not extractable / too thin,
TAIWAN FOOD PRODUCTS LTD. (CFIA Ref #0985),TAIWAN FOOD PRODUCTS LTD.,"#10A - 8145 130TH STREET, SURREY, BC, V3W7X4, Canada",https://www.twfood.ca/,"Salmon, Shrimp/Prawn",Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://www.twfood.ca/ | https://www.twfood.ca/%E8%81%AF%E7%B5%A1%E6%88%91%E5%80%91-contact-1 | https://m.yelp.com/biz/taiwan-food-products-surrey | https://www.twfood.ca,Verified from website text extraction,
T&M SEAFOOD LTD. (CFIA Ref #6402),T&M SEAFOOD LTD.,"P.O. BOX 400, QUEEN CHARLOTTE, BC, V0T1S0, Canada",https://www.facebook.com/p/TM-Seafood-Ltd-100063464621835/,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.facebook.com/p/TM-Seafood-Ltd-100063464621835/ | https://www.instagram.com/tm_seafood/?hl=en | https://m.facebook.com/100063464621835/about/,Website found but pages not extractable / too thin,
"Sysco Canada, Inc./Sysco Island Premium Seafood (CFIA Ref #1E26)","Sysco Canada, Inc./Sysco Island Premium Seafood","2881 Amy Rd, Victoria, BC, V9B0B2, Canada",https://sysco.com/en-us,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://sysco.com/en-us | https://sysco.com/Products/Products/Specialty-Meat-and-Seafood/Specialty-Seafood.html | https://sysco.com/en-us/products/products/product-categories,Website found but pages not extractable / too thin,
