approval_no,plant_name,company,address,town_region,country,scope,expiry_date
CHE/FFP/02744,MOURYA AQUEX PRIVATE LIMITED,MOURYA AQUEX PRIVATE LIMITED,"1-330/1, Komarada Road, Rayalam Village, Bhimavaram-534208, West Godavari District, Andhra Pradesh, India",Andhra Pradesh,India,"Freezing of Raw, Blanched and Cooked Fish & Fishery products(IQF & Block)",30/11/2027
CHE/FFP/02749,JENEFA INDIA,JENEFA INDIA,"SY.NO.764/1,2,3, VADAKKU KARACHERI VILLAGE, SRIVAIKUNDAM, TUTICORIN District-628601, TAMIL NADU.",TUTICORIN District-628601,India,"PRODUCTION OF FISH MEAL, FISH OIL, FISH SOLUBLE & FISH SILAGE (NOT FIT FOR HUMAN CONSUMPTION)",04/02/2028
CHE/FFP/02753,NK MARINE EXPORTS LLP,NK MARINE EXPORTS LLP,"Survey No. 750, Dosapadu Puntha Road, Duvva Village, Tanuka Mandal, West Godavari District-534211, Andhra Pradesh, India",Andhra Pradesh,India,FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK & IQF) AQUACULTURE SHRIMPS,15/12/2027
CHE/FFP/02784,M/s. Satish Marine Exim Private Limited,M/s. Satish Marine Exim Private Limited,"Dammanavaripalem Village & Post, Karlapalem Mandal, Guntur District-522111, Andhra Pradesh",Guntur District-522111,India,"Freezing of Raw Fish & Fishery Products (Block, IQF, Brine IQF) (Aquaculture and Sea Caught Shrimps only)",27/01/2028
CHE/FFP/02832,Monsoon Bounty Foods Manufacturing Private Limited,Monsoon Bounty Foods Manufacturing Private Limited,"Plot No,99,SIPCOT Industrial Estate, EPIP Zone, Gummidipoondi-601201,Thriruvallur, Tamil Nadu",Thriruvallur,India,Packing of Fresh/Chilled Fish&Fishery Products and Raw Frozen Fish & Fishery Products(IQF/Block/IF),11/03/2028
CHE/FFP/02833,DANICA AQUA EXPORTS PRIVATE LIMITED,DANICA AQUA EXPORTS PRIVATE LIMITED,"Survey No. 4/10 to 4/19, Yerukonda Village, Poosapatirega Mandal-535213, Vizianagaram District, India",Vizianagaram District,India,"Packing of Fresh/ Chilled Fish & Fishery Products, Freezing of Raw Fish & Fishery Products (IQF/Block/IF) (Aquaculture & Seacaught shrimps, Cephalopods, Histamine & Non-Histamine forming fishes)",29/04/2028
CHE/FFP/02845,FINLEY MARINE PRODUCTS,FINLEY MARINE PRODUCTS,"SF No: 372/2 Sanganeri-Uralvoimozhi Road, Irrukanthurai Village Part-II, Nakkaneri Post-627111, Radhapuram (TK), Tirunelveli (DT) Tamil Nadu",Radhapuram (TK),India,"Production of Steam Dried Fish Meal, Fish Oil and Fish Soluble Paste (Not For Human Consumption)",11/05/2028
CHE/FFP/02852,HAMEED MARINE PRIVATE LIMITED,HAMEED MARINE PRIVATE LIMITED,"Door no:2/1-D.S.No: 886/3C, Irrukandurai Village, Radhapuram taluk, Tirunelveli District- 627106, Tamil Nadu (India)",Tirunelveli District- 627106,India,Production of Steam Dried Fish Meal and Fish Oil (Not Fit For Human Consumption),19/05/2028
Conditional Approval No.1983,N G EXPORTS INTERNATIONAL,N G EXPORTS INTERNATIONAL,"S.NO.4/3,4/2,3/2,VAJRAPUKOD
URU ROAD,KATHIPUDI (V),
SANKHAVARAM (M), KAKINADA
DIST, PIN. 533444, ANDHRA
PRADESH, INDIA.","ANDHRA
PRADESH",India,"Freezing of Raw Fish & Fishery Products
(Blast ,Block & IQF)",04/02/2028
Conditional Approval No.1986,CASTLEROCK FISHERIES PRIVATE LIMITED,CASTLEROCK FISHERIES PRIVATE LIMITED,"Sy No: 85-1, 85-2, 85-3, 85-4,85-5, 85-6, 86-1A, 86-1B, 86-1D, 86-2, 86-3, 86-4, 86-5A, 86-5B, 86-6, Maddali (V), Kota (M), SPSR Nellore District,  Andhra Pradesh, India. 524410.",Andhra Pradesh,India,"Freezing of Raw  Fish & Fishery Products(Block & IQF )Aquaculture shrimps, sea caught shrimps and cephalopods.",05/05/2028
Conditional approval No.1982,M/s. RAJYALAKSHMI MARINE EXPORTS,M/s. RAJYALAKSHMI MARINE EXPORTS,"SURVEY NO. 105-1, 105-2, 105-4A, MAMIDADA VILLAGE, JAGGAMPETA MANDAL, KAKINADA DISTRICT - 533435, ANDHRA PRADESH, INDIA.",ANDHRA PRADESH,India,Freezing of Raw Fish & Fishery Products (IQF & Block Frozen) (Aquacutured and Seacaught crustaceans),03/02/2028
Conditional approval no.1989,GOKULAM MARINE EXPORT PRIVATE LIMITED,GOKULAM MARINE EXPORT PRIVATE LIMITED,"PLOT NO B-11 TO B-16, B-22 TO B-26, SP B-27, B-21 (PARTLY) PIPDIC INDUSTRIAL ESTATE PHASE-1, SEDARAPET PUDUCHERRY  - 605 111",B-21 (PARTLY) PIPDIC INDUSTRIAL ESTATE PHASE-1,India,Processing and Packing of Chilled Pasteurized Crab Meat (Sea Caught & Wild Caught) in Hermetically Sealed Cans and Plastic cups for exports to all countries excluding “CU &uncooked Prawns to Australia,26/05/2028
Fresh Approval,AL-KHAJA FREEZING PRIVATE LIMITED,AL-KHAJA FREEZING PRIVATE LIMITED,"VILL-MOHISGODI, P.O- MUDIAHAT, P.S- SHASAN, DIST- NORTH 24 PARGANAS, KOL-700128
WEST BENGAL",DIST- NORTH 24 PARGANAS,India,"RAW, FROZEN (BLOCK FROZEN, BLAST FROZEN & IQF), FRESH & CHILLED FISH & FISHERY PRODUCT.",18/02/2028
KOC/FFP/02587,Nettos Marine Exports,Nettos Marine Exports,"V/551, Neendakara, Kollam, Kerala, India, Pin -691582",India,India,"Freezing of Raw Fish & Fishery Products - Fishes ( Histamine & Non – Histamine Forming), Shrimps (Sea caught only)  & Cephalopods",21/07/2027
KOC/FFP/02694,Beloorbayir Biotech Ltd.,Beloorbayir Biotech Ltd.,"10,13th Crioss, 34th Ward37th Main, DoddannaIndustrial Estate, NearPeenya 2nd Stage,Bangalore 560091",NearPeenya 2nd Stage,India,"Processing of Glucosamine Hydrocloride,Glucosamine Sulfate Pottassium Chloride Glucosamine Sulfate Sodium Chloride",14/09/2027
KOC/FFP/02701,GADRE MARINE EXPORT PRIVATE LIMITED - BRANCH 9,GADRE MARINE EXPORT PRIVATE LIMITED - BRANCH 9,"Surimi Unit, Plot No. IP-32 & IP-33, Mangalore Special Economic Zone, Bajpe Post & Village, Mangaluru Taluk, Dakshina Kannada District-574142, Karnataka, India.",Karnataka,India,Manufacturing of Frozen Surimi (Fish Paste)-Block Frozen onlyFishes – (Histamine & Non-Histamine forming),09/10/2027
KOC/FFP/02702,GADRE MARINE EXPORT PRIVATE LIMITED - BRANCH 8,GADRE MARINE EXPORT PRIVATE LIMITED - BRANCH 8,"Fish Meal & Fish Oil Unit, Plot No.IP-32 &IP-33, Mangalore Special Economic Zone, Bajpe Post & Village, Mangaluru Taluk, Dakshina Kannada District-574142, Karnataka, India.",Karnataka,India,"Processing of Steam dried Fish Meal & Crude Fish Oil (Unfit for Human Consumption)-Derived From Fish by Products (Sea Caught only) including fish heads Originating from M/s. Gadre Marine Export Private Limited, Branch-9",09/10/2027
KOC/FFP/02739,Yashaswi Fish Meal and Oil Company-Branch:2,Yashaswi Fish Meal and Oil Company-Branch:2,"Plot No IP-25A,PartII,PermudeVillage, Mangalore SERZ, Dakshina Kannada,Karnataka-574509.",Dakshina Kannada,India,"Processing and Packing of Steam Dried Fish Meal, Crude Fish Oil and Fish Soluble Paste (Unfit for Human Consumption) and  Fish Oil (Fit for Human Consumption after further processing)",08/01/2028
MUM-PP-08,Hiravati Marine Products Pvt. Ltd. ( Independent Pre-Processing Plant),Hiravati Marine Products Pvt. Ltd. ( Independent Pre-Processing Plant),"Jawar Naka, Porbandar-360575, Gujarat, India.",Gujarat,India,Pre-processing of Fish & Fishery Products to Supply Pre-processed Material to Approved Establishment for Further Processing & export,20/03/2026
MUM/FFP/02565,Rahemat Fish Centre,Rahemat Fish Centre,"Plot No. 812, G.I.D.C., Estate, Somnath Road,Veraval - 362 269, Dist. Gir Somnath, Gujarat, India",Gujarat,India,"PROCESSING AND PACKING OF FRESH/CHILLED FISH & FISHERY PRODUCTS, FROZEN RAW FISH & FISHERY PRODUCTS (BLOCK/IF) (EXCLUDING AQUACULTURE)",09/07/2027
MUM/FFP/02597,H.H. Marine.,H.H. Marine.,"Plot No. 19, Survey No. 1788/1, Near Win Marine Exports, Veraval-362269, Gujarat, India",Gujarat,India,FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK/BLAST/IF) (EXCLUDING AQUACULTURE),11/12/2027
MUM/FFP/02783,Silver Fish Steriliser,Silver Fish Steriliser,"S.No. 32/IP, 32IP/5, Vill. Zavar, Porbandar, Gujarat-360575, India",Gujarat-360575,India,Processing and packing of Steam Dried Fish Meal Powder (Unfit For Human Consumption),17/12/2027
conditional approval no.1985,GAYATRI MARINE PRODUCTS,GAYATRI MARINE PRODUCTS,"SY. NO. 455-2A, 455-2B, 455-2C,455-2D, 455-2E, 455-2G2 , Chillakuru Mandal , Oduru Village, Tirupati District, Andhra Pradesh -524410",Tirupati District,India,"PACKING OF FRESH/CHILLED FISH AND FISHERY PRODUCTS,FREEZING OF FISH AND FISHERY PRODUCTS(IQF/BLOCK) (AQUACULTURE SHRIMPS,SEA CAUGHT SHRIMPS, AND CEPHALOPODS)",18/02/2028
