approval_no,name,company_name,country,region,city,address,town_region,latitude,longitude,geocode_confidence,geocode_formatted,primary_species,scope,expiry_date,status,verified,verification_level,admin_notes
737,Charly Fisheries (EIC #737),Charly Fisheries,India,Kerala,Kollam,"Mamachanthuruth, Building No. 291,Ward No. NGP-5, Neendakara, Kollam, Kerala-691582",Kollam,8.95687,76.85274,1,"Kollam, India",Cephalopods|Shrimp,"Freezing of Raw Fish & Fishery Products, Fishes (Histamine & Non- Histamine Forming), Shrimps (Sea caught & Aquaculture) & Cephalopods, (Bivalve & Gastropods for Non-EU Countries only)",23/04/2026,approved,true,documentation_verified,"EIC FFP approved unit #737. Scope: Freezing of Raw Fish & Fishery Products, Fishes (Histamine & Non- Histamine Forming), Shrimps (Sea caught & Aquaculture) & Cephalopods, (Bivalve & Gas.... Expiry: 23/04/2026."
738,ASWIN ASSOCIATES (EIC #738),ASWIN ASSOCIATES,India,Kerala,KERALA,"XIII/831,VIAKS ROAD, KARUVELIPADY, COCHIN- 682 005, KERALA, INDIA",KERALA,9.93988,76.26022,4,"Kochi, Ernākulam, India",Cephalopods|Shrimp,"Freezing of Raw Fish & Fishery Products (Block/Blast/IQF), Freezing of Blanched/Cooked Fish & Fishery Products (IQF)- Fishes (Histamine & Non Histamine forming)- Shrimps (Aquaculture/Sea Caught)  &  Cephalopods.",12/03/2028,approved,true,documentation_verified,"EIC FFP approved unit #738. Scope: Freezing of Raw Fish & Fishery Products (Block/Blast/IQF), Freezing of Blanched/Cooked Fish & Fishery Products (IQF)- Fishes (Histamine & Non Histamin.... Expiry: 12/03/2028."
741,CHERUKATTU INDUSTRIES (MARINE DIVISION) (EIC #741),CHERUKATTU INDUSTRIES (MARINE DIVISION),India,Kerala,AROOR,"AP IV/470-B, AROOR-688534, ALAPPUZHA DIST., KERALA, INDIA",KERALA,10.41667,76.5,1,"Kerala, India",Cephalopods|Shrimp,"Freezing of Raw Fish and Fishery Products, Fishes (Histamine & Non-Histamine Forming), Shrimps (Sea Caught & Aquaculture) and Cephalopods.",19/03/2026,approved,true,documentation_verified,"EIC FFP approved unit #741. Scope: Freezing of Raw Fish and Fishery Products, Fishes (Histamine & Non-Histamine Forming), Shrimps (Sea Caught & Aquaculture) and Cephalopods.. Expiry: 19/03/2026."
742,HIC-ABF Special Foods Pvt Ltd (EIC #742),HIC-ABF Special Foods Pvt Ltd,India,Kerala,Industrial Development Area Project Colony Road Aroor  Alappuzha Dist,"Industrial Development Area Project Colony Road Aroor -688534 Alappuzha Dist.,Kerala",Industrial Development Area Project Colony Road Aroor -688534 Alappuzha Dist.,10.41667,76.5,1,"Kerala, India",Cephalopods|Shrimp|Squid,"Freezing of Raw Fish & Fishery products (Block/IF) (Individually Freezing of Cooked Shrimps), Accelerated Freeze-Drying of Shrimps, Canning/ Retort Pouch Fish & Fishery Products, Packing of Shrimps & Fish Pickles (Sea Caught Fish & Shrimps, Aquaculture Shrimps) Frozen ready to Fry Coated Fishery Products (Cutlets, Nuggets, Croquettes, Fish Kappa Balls, Patties), Frozen Ready to Fry Stuffed Fishery products (Samosa, Spring Rolls), Preparation and Packing of Air Dried Prawns and Fried Masala Prawns, Freezing of Raw Cephalopods (Block/IF); and Processing and Packing of Squid Pickles. Freezing of Raw Cephalopods (Block/IF); and
- Processing and Packing of Squid Pickles;",03/03/2026,approved,true,documentation_verified,"EIC FFP approved unit #742. Scope: Freezing of Raw Fish & Fishery products (Block/IF) (Individually Freezing of Cooked Shrimps), Accelerated Freeze-Drying of Shrimps, Canning/ Retort Po.... Expiry: 03/03/2026."
751,Freeze Engineering Industries Private Ltd (EIC #751),Freeze Engineering Industries Private Ltd,India,Kerala,State,"XVI/1109, Cochin Fisheries Harbour, Thoppumpady, Cochin â?? 682 005, Kerala State, India.",Kerala State,22.0,79.0,1,India,Cephalopods|Crab|Shrimp,Packing of Fresh/Chilled Fish & Fishery Products & Freezing of Raw Fishery Products (Block/Blast/Individually Frozen) Shrimps (Both Sea Caught & Aquaculture) Cephalopods/Histamine & Non- Histamine forming Fishes & Crabs,13/09/2027,approved,true,documentation_verified,EIC FFP approved unit #751. Scope: Packing of Fresh/Chilled Fish & Fishery Products & Freezing of Raw Fishery Products (Block/Blast/Individually Frozen) Shrimps (Both Sea Caught & Aquac.... Expiry: 13/09/2027.
755,PREMIER MARINE ENTERPRISES (EIC #755),PREMIER MARINE ENTERPRISES,India,Kerala,Eramalloor,"EP IX/315, Eramalloor-688537, Alappuzha, Kerala, India",Kerala,9.7556,76.3278,7,"688537, Kerala, India",Cephalopods|Shrimp,"Freezing of Raw Fish & Fishery Products (Block/Blast/IF), -Fishes (Histamine & Non- Histamine forming),Shrimps (Aquaculture/Sea caught) & Cephalopods",30/03/2026,approved,true,documentation_verified,"EIC FFP approved unit #755. Scope: Freezing of Raw Fish & Fishery Products (Block/Blast/IF), -Fishes (Histamine & Non- Histamine forming),Shrimps (Aquaculture/Sea caught) & Cephalopods. Expiry: 30/03/2026."
757,KARAVALI OCEAN PRODUCTS PVT. LTD. (EIC #757),KARAVALI OCEAN PRODUCTS PVT. LTD.,India,Karnataka,Kota Udupi District,"Manur Fisheries Road, Manur Village, Kota Udupi District, Karnataka-576221",Kota Udupi District,13.5,74.87,1,"Udupi, India",Cephalopods|Shrimp,"Packing of Fresh/ Chilled Fish & Fishery Products and Freezing of Raw Fish & Fishery Products (Block/IF) -Fishes (Histamine & Non- Histamine forming), Shrimps (Aquaculture/Sea Caught/Wild Caught) & Cephalopods",15/08/2027,approved,true,documentation_verified,"EIC FFP approved unit #757. Scope: Packing of Fresh/ Chilled Fish & Fishery Products and Freezing of Raw Fish & Fishery Products (Block/IF) -Fishes (Histamine & Non- Histamine forming),.... Expiry: 15/08/2027."
759,PARAYIL FOOD PRODUCTS PVT LTD (EIC #759),PARAYIL FOOD PRODUCTS PVT LTD,India,Kerala,Aroor,"Building No.778,Development Area,Aroor-688534,Kerala",Aroor-688534,9.7556,76.3278,7,"688534, Kerala, India",Shrimp,"PACKING OF FRESH CHILLED  FISH & FISHERY  PRODUCTS  AND FREEZING OF RAW/MARINATED FISH & FISHERY PRODUCTS; PREPARATION OF FISH/SHRIMP PICKLES;PREPARATION OF DRIED FISH/SHRIMPS; FROZEN SHRIMPS/FISH CURRY/BIRIYANI; DRY  SHRIMP/FISH CHUTNEY WITH OR WITHOUT CHILLY/ONION/COCONUT/TAMARIND ;FROZEN FRIED SHRIMP /FISH;  FROZEN FISH/SHRIMP  CUTLET ;FROZEN TAPIOCA WITH FISH CURRY(READY TO EAT);FROZEN SHRIMP COCKTAIL SAMOSA (READY TO FRY/READY TO EAT);FROZEN SHRIMP/FISH ROTTI WRAP(READY TO EAT);FROZEN  SHRIMP/FISH WRAP (READY TO EAT);FROZEN SHRIMP MOMOS Ã¢?? PREPARATION OF FROZEN FRIED FISH BALL,FROZEN FISH ROAST AND FROZEN CHILLY FISH.SHRIMPS BOTH AQUACULTURE AND SEA CAUGHT /WILD CAUGHT ,CEPHALOPDES, FISHES (HISTAMINEFORMING AND NON- HISTAMINE FORMINGFISHES)- SEA CAUGHT /WILD CAUGHT)",06/03/2028,approved,true,documentation_verified,EIC FFP approved unit #759. Scope: PACKING OF FRESH CHILLED  FISH & FISHERY  PRODUCTS  AND FREEZING OF RAW/MARINATED FISH & FISHERY PRODUCTS; PREPARATION OF FISH/SHRIMP PICKLES;PREPARAT.... Expiry: 06/03/2028.
766,PREMIER MARINE FOODSUNIT II (EIC #766),PREMIER MARINE FOODSUNIT II,India,Andhra Pradesh,Ward IXChandiroor,"DOOR NO.314,315&316,Suvery No.74/3D,Ward IXChandiroor,Alappuzha688547",Ward IXChandiroor,9.41667,76.5,1,"Alappuzha, India",Cephalopods|Shrimp,"Packing of Fresh/chilled Fish & Freezing of Raw Fish &Fishery  Products -Fishes (Histamine forming & Non- Histamine forming), Shrimps (Sea caught & aquaculture) and Cephalopods.",10/05/2027,approved,true,documentation_verified,"EIC FFP approved unit #766. Scope: Packing of Fresh/chilled Fish & Freezing of Raw Fish &Fishery  Products -Fishes (Histamine forming & Non- Histamine forming), Shrimps (Sea caught & aq.... Expiry: 10/05/2027."
767,MOON FISHERY INDIA PVT LTD (EIC #767),MOON FISHERY INDIA PVT LTD,India,Kerala,Alappuzha Dist,"Chemical Industrial Estate,Aroor-688534, Alappuzha Dist., Kerala",Alappuzha Dist.,10.41667,76.5,1,"Kerala, India",Cephalopods|Shrimp,"Packing of fresh/chilled fish & fishery products, Freezing of raw fish & Fishery products (Block & Blast-IF), Fishes( Histamine & Non-Histamine Forming) Shrimps (Sea-Caught) & Cephalopods",28/05/2027,approved,true,documentation_verified,"EIC FFP approved unit #767. Scope: Packing of fresh/chilled fish & fishery products, Freezing of raw fish & Fishery products (Block & Blast-IF), Fishes( Histamine & Non-Histamine Formin.... Expiry: 28/05/2027."
768,TOLAR OCEAN PRODUCTS PVT. LTD. (EIC #768),TOLAR OCEAN PRODUCTS PVT. LTD.,India,Karnataka,Kota,"Manur Fisheries Road, Kota-576221 Udupi Taluk & District, Karnataka, India",Karnataka,13.378,74.799,1,"Udupi Taluk, Karnātaka, India",Cephalopods|Shrimp,"Packing of Fresh/Chilled Fish & Fishery Products and Freezing of Raw Fish & Fishery Products (Block/IF) -Fishes (Histamine & Non- Histamine forming), Shrimps (Aquaculture/Sea caught/Wild caught) & Cephalopods",19/08/2027,approved,true,documentation_verified,"EIC FFP approved unit #768. Scope: Packing of Fresh/Chilled Fish & Fishery Products and Freezing of Raw Fish & Fishery Products (Block/IF) -Fishes (Histamine & Non- Histamine forming), .... Expiry: 19/08/2027."
770,H.T Foods Pvt Ltd (EIC #770),H.T Foods Pvt Ltd,India,Karnataka,Kakkanad,"Plot No.17/SDF, Ground Floor, Unit 3&4 , CSEZ, Kakkanad, Kochi-682037",Kakkanad,9.93988,76.26022,4,"Kochi, Ernākulam, India",Cephalopods|Crab|Lobster|Shrimp,"Processing of Raw/ Flash Fried Coated (Battered, Breaded) Frozen Fish and Fishery Products with Ingredients (IQF) - Shrimps (Sea Caught/ Wild Caught/ Aquaculture)/ Fishes (Histamine and Non-Histamine Forming), Cephalopods, Lobsters and Crabs.",30/01/2028,approved,true,documentation_verified,"EIC FFP approved unit #770. Scope: Processing of Raw/ Flash Fried Coated (Battered, Breaded) Frozen Fish and Fishery Products with Ingredients (IQF) - Shrimps (Sea Caught/ Wild Caught/ .... Expiry: 30/01/2028."
771,ROYAL OCEANS (EIC #771),ROYAL OCEANS,India,Kerala,ALAPPUZHA DISTRICT,"AP XII/528, OLD NH, CHANDIROOR P O,ALAPPUZHA DISTRICT-688547KERALA, INDIA",ALAPPUZHA DISTRICT-688547KERALA,9.41667,76.5,1,"Alappuzha, India",Cephalopods|Shrimp,"Packing of Fresh/Chilled  Fish & Fishery Products, Freezing of Cooked Shrimp (IQF),  Freezing of Raw /Blanched Fish & Fishery Products(Block, IF & IQF) Shrimps(Sea Caught/Aquaculture) Fishes( Histamine & Non â??Histamine Forming) and Cephalopods",30/12/2027,approved,true,documentation_verified,"EIC FFP approved unit #771. Scope: Packing of Fresh/Chilled  Fish & Fishery Products, Freezing of Cooked Shrimp (IQF),  Freezing of Raw /Blanched Fish & Fishery Products(Block, IF & IQF.... Expiry: 30/12/2027."
773,Bangera Overseas Private Limited (EIC #773),Bangera Overseas Private Limited,India,Karnataka,Taluk,"Koravadi cross-Kumbhashi Village, Kundapur,Taluk-576257,Udupi District, Karnataka,India",Karnataka,14.9557,75.5303,7,"576257, Karnātaka, India",Cephalopods|Shrimp,"Packing of fresh/chilled F&FP 
Freezing of raw F&FP (Block / IF)
Fishes(Histamine & non-histamine forming), Shrimps(sea-caught & aquaculture) & cephalopods",30/03/2028,approved,true,documentation_verified,"EIC FFP approved unit #773. Scope: Packing of fresh/chilled F&FP 
Freezing of raw F&FP (Block / IF)
Fishes(Histamine & non-histamine forming), Shrimps(sea-caught & aquaculture) & cephal.... Expiry: 30/03/2028."
777,Insaf Traders And Exports (EIC #777),Insaf Traders And Exports,India,Kerala,Beypore P.O.Calicut,"4/15, Pulimut Road,Near H.E.D.Office,Beypore P.O.Calicut,Kerala-673015",Beypore P.O.Calicut,10.41667,76.5,1,"Kerala, India",Cephalopods|Shrimp,"Packing of Fresh/Chilled Fish & Fishery Products,Fishes (Histamine and Non-Histamine Forming), Shrimps(Sea caught only)  & Cephalopods",18/01/2029,approved,true,documentation_verified,"EIC FFP approved unit #777. Scope: Packing of Fresh/Chilled Fish & Fishery Products,Fishes (Histamine and Non-Histamine Forming), Shrimps(Sea caught only)  & Cephalopods. Expiry: 18/01/2029."
778,INDIAN MARINE INDUSTRIES (EIC #778),INDIAN MARINE INDUSTRIES,India,Kerala,KOCHI,"20/550B, NAMBIAPURAM ROAD PALLURUTHY,KOCHI 682006,KERALA",KOCHI 682006,9.9399,76.2602,7,"682006, Kerala, India",Cephalopods|Shrimp,"PACKING OF FRESH/CHILLED FISH&FISHERY PRODUCTS&FREEZING OF RAW FISH&FISHERYPRODUCTS, FISHES(HISTAMINE&NONHISTAMINE FORMING),SHRIMPS(SEA CAUGHTONLY)&CEPHALOPODS",18/03/2026,approved,true,documentation_verified,"EIC FFP approved unit #778. Scope: PACKING OF FRESH/CHILLED FISH&FISHERY PRODUCTS&FREEZING OF RAW FISH&FISHERYPRODUCTS, FISHES(HISTAMINE&NONHISTAMINE FORMING),SHRIMPS(SEA CAUGHTONLY)&CE.... Expiry: 18/03/2026."
779,Everest Seafoods Pvt Ltd (EIC #779),Everest Seafoods Pvt Ltd,India,Karnataka,Mangalore,"Plot No-414 & 413 Part(S.No. 16 Portion) Industrial Area, Baikampady, Mangalore-575011, Karnataka, India",Karnataka,16.1388,80.124,7,"575011, Karnātaka, India",Cephalopods|Shrimp,"Packing of Fresh/Chilled F&FP,
Freezing of raw F&FP (Block & IF) 
Fishes (Histamine & Non Histamine forming),  Cephalopods and Shrimps (Sea caught & Aquaculture)",08/10/2027,approved,true,documentation_verified,"EIC FFP approved unit #779. Scope: Packing of Fresh/Chilled F&FP,
Freezing of raw F&FP (Block & IF) 
Fishes (Histamine & Non Histamine forming),  Cephalopods and Shrimps (Sea caught & A.... Expiry: 08/10/2027."
781,SAFERA FOOD INTERNATIONAL (EIC #781),SAFERA FOOD INTERNATIONAL,India,Kerala,Kochi,"IX/477, Kannamaly P.O.,Kochi-682008, Kerala",Kochi-682008,9.9399,76.2602,7,"682008, Kerala, India",Cephalopods|Shrimp,"Freezing of Raw/Blanched/Cooked Fish & Fishery products (Block/IF/IQF) Shrimps (Both Seacaught & Aquaculture), Cephalopods, Histamine & Non-Histamine Forming Fishes",07/07/2027,approved,true,documentation_verified,"EIC FFP approved unit #781. Scope: Freezing of Raw/Blanched/Cooked Fish & Fishery products (Block/IF/IQF) Shrimps (Both Seacaught & Aquaculture), Cephalopods, Histamine & Non-Histamine .... Expiry: 07/07/2027."
783,San Marine Exports (EIC #783),San Marine Exports,India,Kerala,Kollam,"Govt Boat Yard Road, Sakthikulangara P.O., Kollam-691581, Kerala.",Kollam-691581,8.9917,76.525,7,"691581, Kerala, India",Cephalopods|Shrimp,"Packing of Fresh/Chilled Fish & Fishery Products and Freezing of Raw Fish & Fishery Products (Individually Frozen & Block Frozen), Fishes (Histamine & Non-Histamine Forming), Shrimps (Sea Caught/Wild Caught & Aquaculture) & Cephalopods",07/01/2028,approved,true,documentation_verified,"EIC FFP approved unit #783. Scope: Packing of Fresh/Chilled Fish & Fishery Products and Freezing of Raw Fish & Fishery Products (Individually Frozen & Block Frozen), Fishes (Histamine &.... Expiry: 07/01/2028."
786,Ocean Wealth Exports (EIC #786),Ocean Wealth Exports,India,Andhra Pradesh,Alappuzha,"EP 9/92,93,Kakkathuruthu Road,Eramalloor P.O,Alappuzha- 688537,India",Alappuzha- 688537,9.7556,76.3278,7,"688537, Kerala, India",Cephalopods|Shrimp,"Packing of Fresh/Chilled Fish & Fishery Products, Freezing of Raw /Blanched Fish & Fishery Products (Block&Blast IF/IQF)- Fishes (Histamine & Non Histamine forming) Shrimps ( Seacaught / Aquaculture) and Cephalopods",21/07/2027,approved,true,documentation_verified,"EIC FFP approved unit #786. Scope: Packing of Fresh/Chilled Fish & Fishery Products, Freezing of Raw /Blanched Fish & Fishery Products (Block&Blast IF/IQF)- Fishes (Histamine & Non Hist.... Expiry: 21/07/2027."
797,Goan Fresh Marine Exports Pvt Ltd (EIC #797),Goan Fresh Marine Exports Pvt Ltd,India,Karnataka,Udupi District,"Manoor,Padukere-Kota,Udupi District- 576221,Karnataka",Udupi District- 576221,14.0394,80.0486,7,"576221, Karnātaka, India",Cephalopods|Shrimp,"Freezing of Raw Fish & Fishery Products, (Fishes Histamine & Non-Histamine forming Fishes, Cephalopods, & Shrimps- ( Aquaculture & Sea Caught/Wild Caught)",23/06/2028,approved,true,documentation_verified,"EIC FFP approved unit #797. Scope: Freezing of Raw Fish & Fishery Products, (Fishes Histamine & Non-Histamine forming Fishes, Cephalopods, & Shrimps- ( Aquaculture & Sea Caught/Wild Cau.... Expiry: 23/06/2028."
799,Avla Nettos Exports (EIC #799),Avla Nettos Exports,India,Kerala,Pin,"Sakthikulangara, Kollam District, Pin-691581, Kerala",Pin-691581,8.929425,76.5487542,7,"Kollam, Sakthikulangara - 691581, Kerala, India",Cephalopods|Shrimp,"Packing of Fresh Fish & Fishery Products, Freezing of Raw Fish & Fishery Products - Fishes (Histamines & Non histamine forming), Crustaceans ( Sea caught Shrimps & Aquaculture), Cephalopods, Bivalves Molluscs  & Gastropods",19/11/2027,approved,true,documentation_verified,"EIC FFP approved unit #799. Scope: Packing of Fresh Fish & Fishery Products, Freezing of Raw Fish & Fishery Products - Fishes (Histamines & Non histamine forming), Crustaceans ( Sea cau.... Expiry: 19/11/2027."
806,SRIKANTH INTERNATIONAL PRIVATE  LIMITED (EIC #806),SRIKANTH INTERNATIONAL PRIVATE  LIMITED,India,Andhra Pradesh,Andhra Pradesh,"D.NO: 3-143, Someswaram Village, Alapadu Post, Kaikaluru Mandal, Krishna District, Andhra Pradesh-521340, India",Andhra Pradesh-521340,17.83333,79.08333,9,"Telangana, India",Shrimp,"Packing of Fresh/Chilled Fish & Fishery Products, Freezing of Raw Fish & Fishery Products (IQF/Block) & Freezing of Blanched Fish & Fishery Products (IQF) -Shrimps (Aquaculture)",22/07/2027,approved,true,documentation_verified,"EIC FFP approved unit #806. Scope: Packing of Fresh/Chilled Fish & Fishery Products, Freezing of Raw Fish & Fishery Products (IQF/Block) & Freezing of Blanched Fish & Fishery Products (.... Expiry: 22/07/2027."
808,BRITTO SEAFOODS EXPORTS PRIVATE LIMITED (EIC #808),BRITTO SEAFOODS EXPORTS PRIVATE LIMITED,India,Tamil Nadu,Tuticorin,"C-1, Part, SIPCOT Industrial Complex, Madathoor Post,Tuticorin -628008,           Tamil Nadu.",Tuticorin -628008,8.7674,78.1342,7,"628008, Tamil Nādu, India",Crab,Packing of Ready to Eat Fishery Products in Hermetically Sealed Pouches/Cans and Processing of Canned Pasteurised Chilled Crab Meats.,15/06/2027,approved,true,documentation_verified,EIC FFP approved unit #808. Scope: Packing of Ready to Eat Fishery Products in Hermetically Sealed Pouches/Cans and Processing of Canned Pasteurised Chilled Crab Meats.. Expiry: 15/06/2027.
809,Avanti Frozen Foods Private Limited (EIC #809),Avanti Frozen Foods Private Limited,India,Andhra Pradesh,East Godavari District,"Gopalapuram-533274, Ravulapalem Mandal,East Godavari District,Andhra Pradesh",East Godavari District,17.83333,81.83333,9,"East Godāvari, India",Fish,Freezing of Raw fish and Fishery products(IQF/Block),20/05/2027,approved,true,documentation_verified,EIC FFP approved unit #809. Scope: Freezing of Raw fish and Fishery products(IQF/Block). Expiry: 20/05/2027.
810,DEVI SEAFOODS LIMITED (EIC #810),DEVI SEAFOODS LIMITED,India,Andhra Pradesh,PRAKASAM DISTRICT,"3-79/2, MOOLAGUNTAPADU, G.T.ROAD,
SINGARAYAKONDA-523 101,
PRAKASAM DISTRICT, ANDHRA PRADESH",PRAKASAM DISTRICT,15.23094,80.02802,9,"Singarāyakonda, Prakasam district, India",Shrimp,"Freezing of Raw Fish & Fishery Products (IQF & Block Frozen), Freezing of Cooked & Blanched Fish & Fishery Products (IQF only)(Aquaculture and sea caught shrimps)",30/03/2028,approved,true,documentation_verified,"EIC FFP approved unit #810. Scope: Freezing of Raw Fish & Fishery Products (IQF & Block Frozen), Freezing of Cooked & Blanched Fish & Fishery Products (IQF only)(Aquaculture and sea cau.... Expiry: 30/03/2028."
812,PHILLIPS FOODS INDIA PVT LTD (EIC #812),PHILLIPS FOODS INDIA PVT LTD,India,Tamil Nadu,Madathoor P.O,"C-75/76,Sipcot Industrial Complex,Madathoor P.O.,Tuticorin-628 008 Tamil Nadu",Madathoor P.O.,8.76735,78.13425,9,"Thoothukudi, Thoothukkudi, India",Crab,"Processing & Packing of Blanched, Pasteurized, Frozen crab products & Freezing of Raw Fish & Fishery Products",31/05/2027,approved,true,documentation_verified,"EIC FFP approved unit #812. Scope: Processing & Packing of Blanched, Pasteurized, Frozen crab products & Freezing of Raw Fish & Fishery Products. Expiry: 31/05/2027."
816,NILA SEA FOODS EXPORTS (EIC #816),NILA SEA FOODS EXPORTS,India,Tamil Nadu,THANJAVUR,"646,NAINANKULAM, PANNAVAYAL, PATTUKOTTAI, THANJAVUR, TN- 614 602.",THANJAVUR,10.97,78.65,9,"Tiruchchirāppalli, India",Fish,PACKING OF FRESH/CHILLED FISH & FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK/IF/IQF),22/04/2026,approved,true,documentation_verified,EIC FFP approved unit #816. Scope: PACKING OF FRESH/CHILLED FISH & FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK/IF/IQF). Expiry: 22/04/2026.
820,MARIA AQUACON PVT. LTD. (EIC #820),MARIA AQUACON PVT. LTD.,India,Tamil Nadu,Kootapuli,"#1 Maria Tower, Main Road, Kootapuli-627127, Tamil Nadu",Kootapuli-627127,8.1485,77.5926,7,"627127, Tamil Nādu, India",Cephalopods|Shrimp,"Packing of Fresh/Chilled Fish & Fishery Products, Freezing of Raw  Fish & Fishery Products (Sea Caught/ Wild Caught/Aquaculture (Fishes/ Shrimps)/Cephalopods, Processing of Surmi (Fish Paste) Packing of Fresh/Chilled & Freezing of Depurated Univalves & Bivalves  (Molluscs/Gastropods)  for export to Non-EU countries only.",07/01/2028,approved,true,documentation_verified,"EIC FFP approved unit #820. Scope: Packing of Fresh/Chilled Fish & Fishery Products, Freezing of Raw  Fish & Fishery Products (Sea Caught/ Wild Caught/Aquaculture (Fishes/ Shrimps)/Ceph.... Expiry: 07/01/2028."
823,STAR AGRO MARINE EXPORTS PVT.LTD. (EIC #823),STAR AGRO MARINE EXPORTS PVT.LTD.,India,Andhra Pradesh,Indukurpet Mandal,"S.NO. 760-1 & 761 , Devispet, Indukurpet Mandal,Nellore  - 524314  Andhra Pradesh",Indukurpet Mandal,17.83333,79.08333,9,"Telangana, India",Shrimp,"Freezing of Raw Fish & Fishery Products (IQF & Block), Freezing of Blanched & Cooked Fish &Fishery products(IQF) (Aquaculture & Sea Caught Shrimps)",01/04/2028,approved,true,documentation_verified,"EIC FFP approved unit #823. Scope: Freezing of Raw Fish & Fishery Products (IQF & Block), Freezing of Blanched & Cooked Fish &Fishery products(IQF) (Aquaculture & Sea Caught Shrimps). Expiry: 01/04/2028."
826,BABY MARINE (EASTERN) EXPORTS (EIC #826),BABY MARINE (EASTERN) EXPORTS,India,Tamil Nadu,RAMANATHAPURAM DISTRICT,"FISH MEAL PLANT ROAD, MANDAPAM, 
RAMANATHAPURAM DISTRICT - 623518, TAMIL NADU",RAMANATHAPURAM DISTRICT - 623518,9.2757,79.1236,7,"623518, Tamil Nādu, India",Fish,Freezing of Raw Fish & Fishery Products (Individually Frozen and Block),02/11/2027,approved,true,documentation_verified,EIC FFP approved unit #826. Scope: Freezing of Raw Fish & Fishery Products (Individually Frozen and Block). Expiry: 02/11/2027.
827,GLADSON EXPORTERS (EIC #827),GLADSON EXPORTERS,India,Tamil Nadu,Kanyakumari District,"5/99 James Nagar, Muttom-629202, Kanyakumari District, Tamil Nadu",Kanyakumari District,8.32,77.34,9,"Kanniyakumari, India",Cephalopods|Crab|Shrimp,"Packing of Fresh/Chilled Fish & Fishery Products - Fishes (Histamine & Non- Histamine forming), Crustaceans - Shrimps (Sea caught), Crabs (Sea caught) & Cephalopods",01/08/2027,approved,true,documentation_verified,"EIC FFP approved unit #827. Scope: Packing of Fresh/Chilled Fish & Fishery Products - Fishes (Histamine & Non- Histamine forming), Crustaceans - Shrimps (Sea caught), Crabs (Sea caught).... Expiry: 01/08/2027."
833,NINANS PRIVATE  LIMITED (EIC #833),NINANS PRIVATE  LIMITED,India,Tamil Nadu,Tuticorin,"C-76B, SIPCOT Industrial Complex,Madathur, Tuticorin-628008,Tamil Nadu",Tuticorin-628008,8.7674,78.1342,7,"628008, Tamil Nādu, India",Fish,Packing of Fresh/Chilled Fish & Fishery Products and Freezing of Raw  Fish & Fishery Products,05/03/2028,approved,true,documentation_verified,EIC FFP approved unit #833. Scope: Packing of Fresh/Chilled Fish & Fishery Products and Freezing of Raw  Fish & Fishery Products. Expiry: 05/03/2028.
834,JUDE FOODS INDIA PRIVATE LIMITED (EIC #834),JUDE FOODS INDIA PRIVATE LIMITED,India,Tamil Nadu,KANYAKUMARI DISTRICT,"230/1, NORTH THAMARAIKULAM, AGASTHEESWARAM , KANYAKUMARI DISTRICT , TAMIL NADU-629704.",KANYAKUMARI DISTRICT,11.2688,77.9471,7,"629704, Tamil Nādu, India",Fish,Packing of Fresh/Chilled Fish & Fishery products and Freezing of Raw Fish & Fishery products,14/02/2026,approved,true,documentation_verified,EIC FFP approved unit #834. Scope: Packing of Fresh/Chilled Fish & Fishery products and Freezing of Raw Fish & Fishery products. Expiry: 14/02/2026.
839,KADER EXPORTS PRIVATE LIMITED UNIT 05 (EIC #839),KADER EXPORTS PRIVATE LIMITED UNIT 05,India,Tamil Nadu,RAMNAD DISTRICT,"TNFDC FREEZING COMPLEX, MANDAPAM - 623518, RAMNAD DISTRICT, TAMIL NADU",RAMNAD DISTRICT,9.2757,79.1236,7,"623518, Tamil Nādu, India",Fish,FREEZING OF RAW FISH & FISHERY PRODUCTS (IF & BLOCK),13/10/2027,approved,true,documentation_verified,EIC FFP approved unit #839. Scope: FREEZING OF RAW FISH & FISHERY PRODUCTS (IF & BLOCK). Expiry: 13/10/2027.
840,ST.PETER & PAUL SEAFOOD EXPORTS PVT.LTD (EIC #840),ST.PETER & PAUL SEAFOOD EXPORTS PVT.LTD,India,Tamil Nadu,THIRUVALLUR DISTRICT,"ALLED CENTRE, NO.90, KANIGAIPAIR VILLAGE, UTHUKOTTAI TALUK, THIRUVALLUR DISTRICT, TAMIL NADU-601102",THIRUVALLUR DISTRICT,13.14376,79.90889,7,"Tiruvallur, Thiruvallur, India",Fish,PACKING OF FRESH/CHILLED FISHERY PRODUCTS AND FREEZING OF RAW FISH & FISHERY PRODUCTS,04/06/2027,approved,true,documentation_verified,EIC FFP approved unit #840. Scope: PACKING OF FRESH/CHILLED FISHERY PRODUCTS AND FREEZING OF RAW FISH & FISHERY PRODUCTS. Expiry: 04/06/2027.
